# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: NASDAQ_Polygon | End Date: 2026-01-21
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,ZEUS,2026-01-20,CupHandle,49.17,82.8,2,81.9,70.3,84.9,62.1,5.8
2,CNTA,2026-01-21,CupHandle,23.23,82.5,2,77.5,71.0,96.9,88.9,0.0
3,FIP,2026-01-21,CupHandle,5.99,81.9,2,76.7,89.8,79.2,63.1,4.0
4,SPRX,2026-01-20,CupHandle,41.35,73.5,3,73.4,67.4,86.5,55.6,0.0
5,OPCH,2026-01-13,CupHandle,34.75,73.3,3,72.4,87.7,55.7,67.8,1.0
6,SHLS,2026-01-16,CupHandle,9.27,73.2,3,74.9,63.4,79.2,64.9,0.0
7,COO,2026-01-12,CupHandle,83.23,72.8,3,72.4,74.3,77.1,58.5,0.0
8,DXCM,2026-01-12,CupHandle,70.98,72.4,3,78.6,62.6,51.0,65.7,0.0
9,OS,2026-01-06,CupHandle,23.61,71.8,3,71.0,70.0,100.0,24.8,3.1
10,BIDU,2026-01-21,CupHandle,162.28,70.2,3,75.6,88.6,21.9,49.9,2.9
11,SAMG,2026-01-05,CupHandle,15.67,70.1,3,73.4,70.9,75.0,45.0,13.4
12,MBCN,2026-01-16,CupHandle,35.04,70.0,3,73.6,74.0,68.8,54.9,17.0
13,SIBN,2026-01-07,CupHandle,21.40,70.0,3,81.1,50.3,46.4,46.5,0.0
14,BTGD,2026-01-21,CupHandle,39.44,69.5,3,67.2,70.8,97.9,58.8,1.0
15,MEOH,2026-01-05,CupHandle,42.93,69.1,3,75.7,73.8,35.4,56.4,0.8
16,RUSHB,2026-01-21,CupHandle,60.73,68.9,3,71.6,72.1,75.0,59.1,14.8
17,URNJ,2026-01-20,CupHandle,32.66,68.8,3,75.2,50.0,77.6,70.5,7.4
18,FSTR,2026-01-21,CupHandle,29.56,68.3,3,69.5,88.8,58.3,60.8,16.3
19,WERN,2026-01-14,CupHandle,33.09,68.2,3,69.2,71.2,70.3,76.9,0.0
20,EWBC,2026-01-15,CupHandle,115.77,68.0,3,68.6,71.4,67.2,95.9,0.0
21,OVLY,2026-01-21,CupHandle,32.17,68.0,3,73.7,88.3,29.2,66.1,17.5
22,UPWK,2026-01-09,CupHandle,20.05,67.2,3,68.1,78.5,67.7,50.0,0.0
23,MCHPP,2026-01-20,CupHandle,65.27,67.1,3,76.4,47.0,50.0,100.0,0.0
24,BOOM,2026-01-15,CupHandle,8.61,66.9,3,73.7,65.7,51.0,62.2,5.0
25,FCNCA,2026-01-21,CupHandle,2182.73,66.9,3,72.8,65.7,53.1,71.2,4.1
26,DIOD,2026-01-15,CupHandle,57.47,66.7,3,72.7,61.6,59.9,59.0,0.0
27,QCLN,2026-01-15,CupHandle,49.34,66.6,3,65.8,65.4,100.0,52.2,0.0
28,GSM,2026-01-15,CupHandle,5.31,66.4,3,69.1,69.9,65.6,67.1,0.0
29,BKCH,2026-01-20,CupHandle,77.84,66.4,3,70.7,52.0,87.5,60.1,1.0
30,JOUT,2026-01-15,CupHandle,45.00,66.4,3,66.0,72.5,91.1,64.2,10.8
31,FVCB,2026-01-12,CupHandle,13.97,66.2,3,67.8,73.8,82.8,48.6,13.5
32,QTUM,2026-01-15,CupHandle,118.17,66.1,3,64.6,70.0,94.8,61.7,0.0
33,UPGR,2026-01-15,CupHandle,26.34,66.1,3,65.7,70.2,100.0,75.2,21.0
34,CZR,2026-01-15,CupHandle,25.35,66.0,3,77.9,50.4,41.1,56.4,0.0
35,TILE,2026-01-21,CupHandle,31.18,66.0,3,69.6,71.7,60.4,54.8,0.0
36,ARDX,2026-01-02,CupHandle,6.15,65.9,3,77.2,72.6,9.9,52.8,1.0
37,CADL,2026-01-16,CupHandle,6.40,65.6,3,73.3,71.0,31.8,66.3,0.0
38,CTSH,2026-01-15,CupHandle,84.82,65.6,3,67.6,73.6,61.5,77.0,0.0
39,BCPC,2026-01-15,Spoon,166.01,65.4,3,70.5,70.6,49.5,66.9,0.0
40,FSUN,2026-01-21,CupHandle,39.74,65.3,3,62.7,87.4,74.0,61.6,0.0
41,JRVR,2026-01-12,CupHandle,6.59,65.3,3,72.7,71.1,38.0,52.2,0.0
42,MOB,2026-01-20,CupHandle,7.90,65.2,3,65.1,74.0,81.8,53.5,0.0
43,GILT,2026-01-12,CupHandle,17.07,65.1,3,75.1,57.7,36.5,96.0,7.7
44,NVTS,2026-01-13,CupHandle,9.46,65.0,3,68.7,72.4,58.9,62.6,2.0
45,CCFE,2026-01-21,CupHandle,28.39,65.0,3,70.4,73.0,50.0,100.0,20.0
46,ICHR,2026-01-13,CupHandle,26.13,65.0,4,75.5,68.6,18.2,86.7,8.5
47,INTW,2026-01-09,CupHandle,64.35,64.7,4,80.6,30.0,50.0,87.2,12.8
48,BBGI,2026-01-15,CupHandle,6.03,64.6,4,70.6,42.8,97.9,61.2,8.6
49,APEI,2026-01-09,CupHandle,40.31,64.5,4,71.3,50.0,81.8,36.0,0.0
50,GT,2026-01-21,CupHandle,9.37,64.3,4,68.0,89.0,33.9,49.4,0.0
