# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: NASDAQ_Yahoo | End Date: 2026-02-17
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,ACNT,2026-02-03,DarvasBox,17.10,76.6,2,81.3,74.0,56.8,31.4,8.1
2,FSFG,2026-01-30,DarvasBox,33.98,75.1,2,87.4,70.1,21.9,87.6,17.0
3,GLDD,2026-02-11,DarvasBox,16.95,74.9,3,84.4,69.4,7.3,100.0,1.0
4,USCF,2026-02-11,DarvasBox,35.33,74.0,3,82.6,66.3,36.5,100.0,19.9
5,RPRX,2026-02-05,DarvasBox,44.10,73.4,3,82.8,66.9,24.5,58.9,0.0
6,PPH,2026-02-09,DarvasBox,109.86,72.8,3,80.7,74.2,27.1,44.4,0.0
7,ROIV,2026-02-06,DarvasBox,25.82,72.8,3,91.7,65.5,15.6,37.9,1.0
8,EBC,2026-02-02,DarvasBox,21.20,72.4,3,84.1,71.7,10.4,31.9,0.0
9,JOUT,2026-02-04,DarvasBox,49.52,72.2,3,81.5,73.1,27.1,45.9,8.5
10,FXNC,2026-02-04,DarvasBox,28.08,71.6,3,82.5,72.8,6.8,74.9,6.2
11,PSCF,2026-02-06,DarvasBox,61.81,71.4,3,84.1,67.6,6.8,100.0,17.9
12,MAR,2026-02-10,DarvasBox,359.35,70.8,3,88.0,62.9,1.0,71.5,4.1
13,FISI,2026-02-02,DarvasBox,33.95,70.7,3,82.6,72.8,6.8,35.8,0.0
14,OPPJ,2026-02-06,DarvasBox,55.02,70.3,3,91.7,61.8,1.0,61.7,2.2
15,DXJS,2026-02-06,DarvasBox,55.02,70.2,3,91.7,61.9,0.5,61.8,1.9
16,STLY,2026-02-05,CupHandle,4.67,70.0,3,80.6,82.0,9.9,94.7,29.9
17,BFST,2026-02-02,DarvasBox,28.83,69.8,3,81.4,74.9,2.1,49.2,0.0
18,LINC,2026-02-13,DarvasBox,28.90,69.3,3,83.9,50.0,12.0,89.3,0.0
19,AMRX,2026-01-28,DarvasBox,13.95,69.1,3,83.6,66.5,4.7,24.3,0.0
20,NFBK,2026-02-02,DarvasBox,13.79,68.9,3,81.1,73.5,4.2,41.5,1.0
21,EYPT,2026-02-17,CupHandle,14.91,68.7,3,73.5,70.0,43.8,89.8,0.0
22,OVBC,2026-02-04,DarvasBox,42.56,68.2,3,73.0,72.8,63.0,58.9,17.9
23,PEBK,2026-02-10,DarvasBox,38.86,67.6,3,74.2,82.0,38.5,43.1,15.1
24,GTX,2026-02-11,DarvasBox,20.80,67.3,3,79.6,64.3,14.1,58.8,0.0
25,ORBT,2026-02-10,CupHandle,5.18,67.2,3,76.7,41.2,92.7,38.1,19.8
26,WAFD,2026-02-05,CupHandle,33.59,66.4,3,73.6,74.6,35.4,43.9,0.0
27,BUUU,2026-01-30,CupHandle,11.49,66.1,3,78.7,50.0,50.0,48.8,13.2
28,PSIG,2026-02-13,CupHandle,5.59,66.0,3,79.0,67.3,1.0,100.0,9.7
29,OFLX,2026-02-02,CupHandle,35.53,65.6,3,77.7,72.8,20.8,29.6,12.2
30,EQFN,2026-02-06,DarvasBox,16.25,65.4,3,81.3,49.1,49.0,4.0,19.8
31,DVXB,2026-02-03,CupHandle,28.80,65.4,3,83.5,34.7,50.0,30.8,20.0
32,AVBH,2026-01-30,DarvasBox,29.10,65.4,3,76.1,63.6,37.0,41.8,7.0
33,BWB,2026-02-02,DarvasBox,19.63,65.2,3,80.0,65.5,6.2,33.5,2.4
34,VLY,2026-01-29,DarvasBox,12.67,65.0,3,78.8,69.4,3.1,38.9,0.0
35,AEBI,2026-02-02,CupHandle,15.14,64.7,4,70.1,72.6,50.0,48.6,0.0
36,FCFS,2026-02-05,DarvasBox,177.65,64.6,4,75.6,65.5,27.6,40.9,0.2
37,PGEN,2026-02-17,CupHandle,5.21,64.5,4,74.1,70.4,23.4,57.7,0.0
38,PLXS,2026-01-29,DarvasBox,197.60,64.3,4,84.7,39.8,8.9,38.9,0.0
39,GLIBK,2026-02-17,CupHandle,39.42,63.9,4,71.6,61.6,50.0,60.7,0.0
40,LNKB,2026-02-04,DarvasBox,9.21,63.3,4,68.8,69.1,58.9,38.2,0.0
41,VPN,2026-02-12,DarvasBox,26.04,63.1,4,75.2,68.5,9.9,62.3,0.0
42,SIMO,2026-02-04,DarvasBox,128.37,63.0,4,82.7,45.3,5.2,41.2,1.0
43,THFF,2026-02-02,DarvasBox,65.89,62.5,4,74.9,74.6,7.3,37.4,2.4
44,BLTE,2026-02-03,DarvasBox,187.27,62.3,4,80.3,36.8,34.4,26.8,0.0
45,DAKT,2026-02-02,CupHandle,23.56,62.2,4,76.0,65.4,10.4,45.3,1.6
46,SHLS,2026-02-04,CupHandle,10.18,61.7,4,71.6,73.4,22.4,45.3,0.0
47,CELC,2026-01-28,DarvasBox,114.53,61.5,4,74.6,49.9,44.8,29.3,0.0
48,TSBK,2026-01-30,DarvasBox,38.94,61.4,4,79.9,32.5,43.2,52.5,15.6
49,APEI,2026-02-05,CupHandle,44.28,61.3,4,78.4,49.5,8.9,66.3,0.0
50,IPAR,2026-02-06,CupHandle,102.37,60.9,4,74.8,68.4,6.2,40.4,0.0
