# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: NASDAQ_Polygon | End Date: 2026-01-07
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,ACAD,2025-12-19,CupHandle,27.16,79.0,2,76.3,71.5,93.8,54.8,0.0
2,LSCC,2026-01-06,CupHandle,85.44,77.2,2,79.3,66.0,69.8,64.7,0.0
3,ARDX,2026-01-02,CupHandle,6.15,75.5,2,77.2,72.1,64.6,59.9,0.0
4,SYNA,2026-01-05,CupHandle,79.16,74.8,3,77.5,84.8,36.5,64.4,0.0
5,HWC,2025-12-19,CupHandle,65.82,73.9,3,73.1,89.6,57.3,45.5,0.0
6,ISRG,2026-01-06,CupHandle,592.85,72.2,3,71.1,79.6,75.0,54.0,0.3
7,SOHU,2026-01-06,Spoon,16.52,71.9,3,72.0,72.7,88.0,56.1,11.9
8,VSAT,2025-12-19,CupHandle,33.81,70.9,3,73.0,68.5,71.9,57.7,0.0
9,AFRM,2026-01-05,CupHandle,80.80,70.9,3,77.8,60.9,55.7,47.9,0.0
10,ATEX,2026-01-02,CupHandle,22.23,70.9,3,78.9,69.9,31.8,53.0,0.0
11,ZEUS,2025-12-19,CupHandle,43.65,69.7,3,74.5,68.5,64.6,27.0,1.3
12,ALGN,2025-12-19,CupHandle,157.69,69.6,3,68.6,88.3,63.5,46.2,0.0
13,EGBN,2025-12-19,CupHandle,21.31,69.3,3,71.8,71.6,69.8,41.6,0.0
14,VWAV,2025-12-23,CupHandle,9.85,68.6,3,69.6,85.8,50.0,63.4,0.0
15,MSFD,2026-01-02,CupHandle,11.77,68.4,3,69.7,74.2,75.5,35.1,0.0
16,CYRX,2026-01-07,CupHandle,10.66,68.1,3,68.6,66.4,91.1,44.2,0.0
17,MEOH,2026-01-05,CupHandle,42.93,68.1,3,76.2,50.0,64.6,65.6,3.0
18,EWBC,2025-12-18,CupHandle,115.22,67.9,3,66.4,83.2,78.1,40.2,0.0
19,TXN,2026-01-06,CupHandle,192.10,67.8,3,65.9,89.4,65.1,58.1,0.0
20,COO,2026-01-07,CupHandle,83.90,67.7,3,65.6,73.6,94.8,51.3,0.0
21,ATRC,2026-01-06,CupHandle,41.44,67.4,3,69.5,63.6,82.8,55.2,0.0
22,HSIC,2026-01-06,CupHandle,78.55,67.4,3,68.9,68.6,79.2,51.5,0.0
23,SIBN,2026-01-07,CupHandle,21.40,67.2,3,81.1,40.8,40.1,65.8,0.0
24,SAIA,2026-01-06,CupHandle,365.62,67.1,3,75.1,50.0,67.7,51.9,0.0
25,QUIK,2026-01-05,CupHandle,6.76,66.9,3,66.0,82.6,67.7,72.1,1.3
26,GILT,2026-01-06,CupHandle,15.06,66.8,3,70.6,68.2,63.5,61.9,1.5
27,FTXO,2026-01-05,CupHandle,39.06,66.4,3,70.3,68.7,66.7,62.5,7.2
28,SIFY,2026-01-07,CupHandle,13.47,66.4,3,63.7,84.4,91.7,44.4,10.3
29,WLDN,2026-01-06,CupHandle,113.90,66.3,3,70.5,61.2,71.4,63.5,0.0
30,SNCY,2026-01-06,CupHandle,15.37,65.9,3,68.2,67.4,76.0,55.2,0.0
31,TSMU,2026-01-07,CupHandle,48.07,65.8,3,71.7,66.5,54.7,81.5,10.5
32,DLO,2026-01-07,CupHandle,14.98,65.7,3,64.3,73.9,88.0,61.7,0.0
33,MCHP,2026-01-06,CupHandle,74.87,65.6,3,75.0,50.0,57.8,61.9,1.6
34,AENT,2025-12-29,CupHandle,8.43,65.5,3,78.0,58.9,31.8,49.4,7.8
35,LINC,2025-12-31,CupHandle,24.15,65.3,3,69.8,61.4,71.4,57.9,0.0
36,NVTS,2026-01-06,CupHandle,10.19,65.2,3,61.5,74.3,96.4,86.6,1.9
37,OPCH,2025-12-19,CupHandle,32.51,65.1,3,72.1,47.8,76.0,63.2,0.0
38,MRAM,2026-01-05,CupHandle,10.65,64.9,4,72.0,50.0,64.1,100.0,4.1
39,DJCO,2026-01-05,CupHandle,551.14,64.8,4,68.6,60.0,72.4,99.5,7.7
40,SNPS,2026-01-05,CupHandle,494.19,64.6,4,76.8,50.0,43.8,45.6,0.0
41,BLFS,2026-01-06,CupHandle,26.35,64.5,4,67.0,67.0,77.1,53.3,0.0
42,MNKD,2025-12-19,CupHandle,5.84,64.2,4,74.5,26.8,96.9,38.3,0.0
43,VRTX,2025-12-19,CupHandle,456.20,64.2,4,72.1,58.9,51.6,65.4,0.0
44,ALLT,2026-01-02,CupHandle,9.66,64.2,4,72.3,46.7,74.0,53.0,0.0
45,HLNE,2026-01-05,CupHandle,144.70,64.2,4,72.1,71.8,37.0,42.7,0.0
46,PHVS,2025-12-19,CupHandle,25.59,64.1,4,64.2,71.2,88.0,47.0,0.0
47,CARE,2025-12-18,CupHandle,20.51,64.1,4,68.1,68.1,70.8,42.5,3.0
48,ESCA,2026-01-06,CupHandle,14.00,63.9,4,66.7,68.4,83.3,56.2,14.1
49,DLTR,2026-01-06,CupHandle,133.78,63.5,4,67.7,75.6,53.1,51.3,0.0
50,PEPG,2026-01-02,CupHandle,7.17,63.4,4,74.0,54.7,46.9,46.8,0.0
