# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-03-24
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,DELL,2026-03-20,CupHandle,157.67,2.50x,55.0,Depth:28.7% Handle:5.0% Vol:2.50x Target:202.00
2,SO,2026-03-20,CupHandle,93.39,1.70x,47.0,Depth:12.5% Handle:9.8% Vol:1.70x Target:105.41
3,AXR,2026-03-17,CupHandle,28.39,5.11x,75.0,Depth:18.9% Handle:5.9% Vol:5.11x Target:32.49
4,GEL,2026-03-05,CupHandle,18.49,1.63x,36.3,Depth:21.5% Handle:2.6% Vol:1.63x Target:22.40
5,GRDN,2026-03-04,CupHandle,34.76,1.46x,34.6,Depth:21.5% Handle:4.2% Vol:1.46x Target:41.96
6,NPK,2026-03-09,DarvasBox,141.48,1.78x,35.8,Box:[119.22-137.78] Ht:13.5% Vol:1.78x Boxes:6 Stop:119.22
7,VRT,2026-03-09,DarvasBox,264.35,2.94x,47.4,Box:[232.12-255.54] Ht:9.2% Vol:2.94x Boxes:2 Stop:232.12
8,GRDN,2026-03-10,CupHandle,33.65,3.39x,53.9,Depth:21.2% Handle:4.8% Vol:3.39x Target:40.73
9,AMTB,2026-03-06,CupHandle,21.34,1.77x,37.7,Depth:26.6% Handle:3.0% Vol:1.77x Target:26.98
10,ELPC,2026-03-19,DarvasBox,11.89,3.27x,60.7,Box:[10.52-11.76] Ht:10.5% Vol:3.27x Boxes:5 Stop:10.52
11,TS,2026-03-19,DarvasBox,56.07,2.20x,50.0,Box:[51.85-55.02] Ht:5.8% Vol:2.20x Boxes:4 Stop:51.85
12,PUMP,2026-03-12,CupHandle,14.39,2.11x,41.1,Depth:26.9% Handle:6.8% Vol:2.11x Target:17.63
13,CTRA,2026-03-19,DarvasBox,33.90,1.74x,45.4,Box:[29.32-32.67] Ht:10.3% Vol:1.74x Boxes:2 Stop:29.32
14,PSX,2026-03-12,DarvasBox,174.09,2.06x,38.6,Box:[149.14-163.79] Ht:8.9% Vol:2.06x Boxes:4 Stop:149.14
15,TXO,2026-03-20,CupHandle,12.77,2.93x,59.3,Depth:24.1% Handle:13.0% Vol:2.93x Target:15.99
16,BP,2026-03-06,DarvasBox,40.44,2.39x,41.9,Box:[36.15-39.51] Ht:8.5% Vol:2.39x Boxes:5 Stop:36.15
17,ENB,2026-03-20,CupHandle,53.46,1.49x,44.9,Depth:14.3% Handle:2.8% Vol:1.49x Target:60.97
18,CRC,2026-03-06,CupHandle,64.74,2.12x,41.2,Depth:26.2% Handle:2.1% Vol:2.12x Target:80.11
19,COP,2026-03-20,DarvasBox,126.92,3.27x,60.7,Box:[112.93-122.50] Ht:7.8% Vol:3.27x Boxes:1 Stop:112.93
20,TTE,2026-03-19,DarvasBox,90.06,2.03x,48.3,Box:[76.56-82.21] Ht:6.9% Vol:2.03x Boxes:3 Stop:76.56
