# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: NASDAQ_Yahoo | End Date: 2026-04-29
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,NYAX,2026-04-23,DarvasBox,66.24,79.0,1,90.7,64.8,51.0,100.0,10.5
2,CECO,2026-04-28,CupHandle,74.29,76.9,1,76.4,68.0,84.9,93.6,0.7
3,KALV,2026-04-29,DarvasBox,26.67,76.5,1,83.2,68.0,13.0,100.0,4.6
4,WERN,2026-04-29,CupHandle,36.39,76.0,1,75.3,71.0,81.2,59.7,0.8
5,LSE,2026-04-24,CupHandle,5.33,71.2,1,82.5,61.0,56.2,68.5,34.7
6,KNSA,2026-04-28,DarvasBox,53.85,69.1,1,89.6,68.0,40.6,76.1,0.7
7,AIFD,2026-04-09,DarvasBox,42.22,67.5,1,88.3,15.0,77.6,34.0,10.7
8,AXGN,2026-04-28,DarvasBox,41.99,66.5,1,74.3,68.0,34.9,61.4,0.7
9,ECPG,2026-04-15,DarvasBox,78.69,64.9,1,90.4,17.1,56.8,36.3,0.0
10,RYM,2026-04-20,CupHandle,27.06,64.5,1,78.5,68.0,5.7,38.0,18.8
11,AMCI,2026-04-20,CupHandle,7.10,64.2,1,74.8,32.1,55.2,36.4,21.2
12,MCRI,2026-04-22,Spoon,114.24,64.0,1,76.4,43.4,52.1,61.8,4.5
13,HTLD,2026-04-24,CupHandle,13.03,62.6,1,68.4,55.2,59.4,80.1,1.8
14,USGO,2026-04-21,CupHandle,12.40,62.4,1,75.5,31.7,97.9,45.5,18.4
15,RDNW,2026-04-20,CupHandle,6.95,61.1,1,71.0,74.8,96.4,69.4,6.5
16,ASPS,2026-04-14,CupHandle,6.99,60.6,1,68.5,74.0,89.6,52.9,35.6
17,EXTR,2026-04-21,CupHandle,18.67,60.6,1,73.6,71.1,0.5,72.7,21.9
18,AMSC,2026-04-21,CupHandle,41.93,60.1,1,77.6,21.0,41.7,80.5,8.1
19,CPSS,2026-04-29,CupHandle,9.12,59.9,1,66.6,66.4,67.7,66.6,17.1
20,FBIOP,2026-04-27,CupHandle,14.49,59.6,1,69.2,74.9,90.6,58.1,12.8
21,VLGEA,2026-04-09,DarvasBox,44.83,59.5,1,81.0,33.7,76.6,37.8,6.7
22,NGNE,2026-04-15,CupHandle,24.00,59.3,1,71.5,40.8,38.5,51.8,0.0
23,JYD,2026-04-27,CupHandle,5.32,58.9,1,65.1,89.9,9.4,100.0,25.9
24,CORZ,2026-04-21,CupHandle,20.77,58.5,1,72.0,15.0,53.1,53.4,0.7
25,HQI,2026-04-27,CupHandle,11.20,58.4,1,63.1,73.4,78.6,47.5,11.4
26,LPTH,2026-04-16,CupHandle,14.92,58.0,1,75.4,15.0,45.8,83.5,12.9
27,VTVT,2026-04-21,CupHandle,38.50,57.9,1,78.0,56.5,85.4,74.1,20.7
28,VOLT,2026-04-09,DarvasBox,37.47,57.7,1,75.4,15.0,78.1,50.6,0.0
29,OSW,2026-04-17,CupHandle,24.70,57.7,1,66.8,53.6,92.7,59.7,2.9
30,ROKU,2026-04-17,CupHandle,116.19,57.6,1,70.3,15.0,99.5,43.1,3.6
31,NDAQ,2026-04-24,CupHandle,89.90,57.5,1,65.4,68.0,67.7,63.5,5.7
32,FIVE,2026-04-20,DarvasBox,247.71,57.3,1,78.2,38.5,79.7,38.5,11.4
33,UNB,2026-04-27,CupHandle,24.94,57.1,1,65.1,72.4,88.0,68.0,19.3
34,SIXG,2026-04-14,DarvasBox,75.68,56.9,1,77.0,15.0,68.8,36.5,17.4
35,SANM,2026-04-27,CupHandle,188.08,56.6,1,67.4,45.0,43.8,96.8,8.2
36,ZM,2026-04-29,CupHandle,95.76,56.5,1,68.6,56.5,50.5,51.5,5.7
37,ITRN,2026-04-09,DarvasBox,53.04,56.4,1,73.1,15.0,86.5,38.9,0.0
38,NEXN,2026-04-20,CupHandle,7.74,56.4,1,68.7,51.9,61.5,44.8,12.1
39,CTNM,2026-04-15,CupHandle,13.25,56.3,1,71.6,62.1,100.0,26.8,14.3
40,LQDA,2026-04-17,CupHandle,39.47,56.3,1,72.7,46.4,89.6,32.4,11.4
41,LANDP,2026-04-23,DarvasBox,20.92,55.9,1,92.1,28.8,5.2,82.9,9.9
42,PRPO,2026-04-22,CupHandle,27.99,55.8,1,64.4,71.4,34.4,68.6,9.0
43,GDEN,2026-04-17,CupHandle,28.75,55.7,1,68.0,38.2,70.3,100.0,11.4
44,CVLG,2026-04-16,CupHandle,29.20,55.6,1,58.9,71.0,57.8,67.3,2.4
45,WDAF,2026-04-20,CupHandle,37.59,55.1,1,76.2,15.0,50.0,37.9,12.4
46,CRUS,2026-04-16,DarvasBox,164.84,54.9,2,74.7,15.0,80.7,47.3,0.0
47,CHRW,2026-04-28,CupHandle,187.96,54.7,2,63.1,43.4,97.4,49.9,2.9
48,ASYS,2026-04-22,CupHandle,18.00,54.6,2,70.8,15.0,49.5,62.3,0.0
49,RDCM,2026-04-23,CupHandle,15.38,54.6,2,68.5,43.6,28.6,100.0,5.8
50,SILC,2026-04-17,DarvasBox,28.70,54.5,2,75.1,26.8,17.2,38.0,6.0
