# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: AMEX_Yahoo | End Date: 2026-04-07
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,MPTI,2026-03-26,DarvasBox,72.15,92.5,1,98.0,65.0,100.0,40.6,22.9
2,BHM,2026-03-19,CupHandle,10.75,89.0,1,100.0,65.0,100.0,21.0,35.4
3,NML,2026-03-27,DarvasBox,10.58,87.4,1,79.7,65.0,100.0,54.2,22.9
4,EGG,2026-03-24,CupHandle,5.70,80.5,1,100.0,65.0,50.0,11.0,35.1
5,DMYY,2026-03-19,Spoon,13.50,69.2,1,100.0,65.0,100.0,50.0,29.5
6,UUU,2026-04-07,CupHandle,6.05,66.2,1,59.9,65.0,100.0,56.0,19.5
7,PTN,2026-03-20,CupHandle,21.45,53.4,2,67.1,65.0,100.0,56.2,32.3
8,DIT,2026-03-18,CupHandle,118.50,52.9,2,65.8,68.0,100.0,44.7,29.2
9,AULTPD,2026-03-25,CupHandle,21.53,37.0,3,55.4,72.9,40.1,54.5,37.1
