# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: NYSE_Yahoo | End Date: 2026-06-10
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,KREF,2026-06-08,CupHandle,6.97,89.9,1,81.0,67.7,94.3,61.2,11.7
2,VOYA,2026-06-08,DarvasBox,88.48,87.9,1,82.2,68.0,76.0,61.2,0.2
3,CUZ,2026-06-09,CupHandle,29.23,87.6,1,79.9,69.1,85.9,74.3,1.3
4,FVR,2026-06-09,DarvasBox,19.47,87.5,1,79.2,71.2,83.3,81.9,0.5
5,IVT,2026-06-08,DarvasBox,34.28,87.4,1,93.8,70.6,27.6,88.9,0.0
6,GPRK,2026-06-01,DarvasBox,11.34,84.4,1,83.4,65.5,53.1,44.9,0.0
7,CDP,2026-06-09,DarvasBox,34.12,82.9,1,82.3,68.0,32.8,62.5,0.0
8,CNI,2026-06-08,DarvasBox,120.81,81.1,1,84.4,17.6,85.4,84.0,0.0
9,BNS,2026-05-27,DarvasBox,80.68,79.7,1,83.8,36.1,67.2,44.4,0.0
10,BHV,2026-06-05,DarvasBox,12.40,79.3,1,82.2,70.5,22.4,81.4,14.2
11,TD,2026-05-27,DarvasBox,112.20,78.9,1,84.3,34.5,60.9,58.0,0.0
12,PRG,2026-06-04,CupHandle,34.15,78.7,1,77.3,68.6,54.7,52.1,0.0
13,PDM,2026-06-10,CupHandle,9.12,78.6,1,81.3,47.2,70.8,63.9,6.6
14,MATX,2026-06-09,DarvasBox,194.23,78.4,1,77.2,68.0,54.7,61.4,0.0
15,KTB,2026-06-09,CupHandle,77.18,77.3,1,70.7,71.2,80.2,58.6,0.0
16,XHR,2026-06-03,DarvasBox,17.76,77.3,1,81.8,42.8,53.6,63.9,0.0
17,SLF,2026-05-26,CupHandle,73.01,76.9,1,73.9,72.8,69.3,33.5,0.0
18,FRT,2026-05-29,DarvasBox,119.63,76.3,1,81.3,45.0,37.0,59.8,0.0
19,FBP,2026-06-09,CupHandle,24.75,75.8,1,71.5,57.0,81.8,65.1,0.0
20,WKC,2026-06-09,CupHandle,31.13,75.6,1,74.0,68.0,64.6,54.2,0.0
21,DEI,2026-06-09,CupHandle,12.63,75.6,1,75.4,74.2,47.9,56.1,5.7
22,KIM,2026-06-09,DarvasBox,25.19,75.0,1,75.1,68.0,31.8,71.6,0.3
23,UBS,2026-06-09,CupHandle,47.86,74.9,1,81.3,25.2,94.8,60.1,0.0
24,RDDT,2026-05-29,CupHandle,176.00,74.8,1,78.1,74.0,21.2,43.3,12.7
25,SAFE,2026-06-09,CupHandle,15.83,74.5,1,67.2,72.6,72.4,59.8,0.0
26,ODC,2026-06-04,DarvasBox,84.08,74.2,1,88.2,68.0,0.5,80.9,12.1
27,KRC,2026-06-09,CupHandle,38.59,74.1,1,76.3,68.2,42.7,75.7,6.5
28,RCD,2026-05-28,CupHandle,22.82,73.8,1,75.5,69.5,95.3,46.4,30.5
29,EXPD,2026-06-08,CupHandle,163.44,73.8,1,67.9,68.0,66.1,85.6,0.0
30,UE,2026-06-09,DarvasBox,23.63,73.6,1,73.9,68.3,43.2,52.7,1.0
31,MS,2026-05-29,CupHandle,208.00,73.6,1,74.2,45.0,79.2,50.9,11.6
32,EPR,2026-06-09,CupHandle,59.02,72.9,1,69.2,68.0,83.3,57.5,0.0
33,OFG,2026-06-04,CupHandle,45.96,72.8,1,68.6,70.8,67.7,54.0,0.0
34,HGV,2026-05-29,CupHandle,52.02,72.3,1,81.6,22.1,43.2,68.4,11.4
35,ARES,2026-06-02,CupHandle,128.28,72.1,1,77.0,52.9,84.9,42.2,15.0
36,AVAL,2026-05-26,CupHandle,4.66,71.9,1,78.6,62.2,36.5,34.0,0.7
37,BFS,2026-06-10,DarvasBox,37.82,71.7,1,75.5,64.2,38.0,55.7,7.6
38,RNST,2026-06-08,CupHandle,41.05,71.6,1,71.2,63.5,53.6,51.2,0.0
39,THQ,2026-05-29,CupHandle,18.67,71.4,1,66.6,73.1,84.4,55.4,11.4
40,RCpC,2026-05-28,CupHandle,13.00,71.2,1,86.1,21.1,97.9,41.7,37.1
41,NET,2026-06-01,CupHandle,270.82,71.1,1,71.7,45.0,72.3,56.8,14.3
42,SPMC,2026-06-10,CupHandle,11.75,71.1,1,72.8,74.2,56.8,55.3,22.5
43,FHN,2026-06-09,CupHandle,24.74,70.9,1,64.8,61.5,89.1,61.6,0.0
44,RCPC,2026-05-28,CupHandle,13.00,70.0,1,84.1,21.0,97.9,41.7,37.1
45,MCB,2026-05-26,CupHandle,91.35,69.6,1,67.3,68.2,64.6,37.5,0.0
46,HIW,2026-06-08,CupHandle,28.49,69.4,1,76.4,68.0,25.0,78.3,11.4
47,SPG,2026-06-09,DarvasBox,211.89,69.2,1,71.4,54.5,57.8,56.0,0.0
48,ENVA,2026-06-10,CupHandle,179.92,69.1,1,66.6,68.0,72.9,70.1,0.2
49,ABCB,2026-06-09,CupHandle,86.10,69.1,1,67.5,64.2,65.1,61.3,0.0
50,ZGN,2026-05-28,DarvasBox,14.92,69.0,1,78.0,19.9,57.3,80.3,0.0
