# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-05-25
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,GLW,2026-05-06,DarvasBox,181.57,3.12x,49.2,Box:[158.50-176.75] Ht:10.3% Vol:3.12x Boxes:7 Stop:158.50
2,PSTG,2026-05-11,CupHandle,87.34,4.69x,66.9,Depth:23.7% Handle:5.9% Vol:4.69x Target:104.97
3,TWO,2026-05-11,CupHandle,12.62,3.58x,55.8,Depth:24.3% Handle:2.5% Vol:3.58x Target:15.44
4,SA,2026-05-14,CupHandle,31.56,2.02x,40.2,Depth:19.3% Handle:0.4% Vol:2.02x Target:37.19
5,PSTG,2026-05-07,CupHandle,76.05,1.33x,33.3,Depth:22.3% Handle:5.0% Vol:1.33x Target:92.38
6,PSTG,2026-05-08,CupHandle,78.16,1.44x,34.4,Depth:23.6% Handle:10.0% Vol:1.44x Target:95.73
7,BRIE,2026-05-06,Spoon,29.79,0.34x,18.4,Depth:10.2% Roundness:1.00 Vol:0.34x Days:41
8,AAMI,2026-05-11,DarvasBox,72.38,1.73x,35.3,Box:[62.48-69.87] Ht:10.6% Vol:1.73x Boxes:5 Stop:62.48
9,KNX,2026-05-15,DarvasBox,69.06,1.51x,38.1,Box:[60.37-67.75] Ht:10.9% Vol:1.51x Boxes:3 Stop:60.37
10,CVEO,2026-05-14,DarvasBox,35.56,4.07x,58.7,Box:[30.51-34.57] Ht:11.7% Vol:4.07x Boxes:5 Stop:30.51
11,TECK,2026-05-07,CupHandle,60.76,1.34x,33.4,Depth:24.1% Handle:1.1% Vol:1.34x Target:74.87
12,NBXG,2026-05-22,CupHandle,15.95,4.94x,79.4,Depth:20.9% Handle:5.6% Vol:4.94x Target:19.17
13,UBS,2026-05-21,CupHandle,47.57,1.44x,44.4,Depth:22.6% Handle:11.0% Vol:1.44x Target:57.90
14,HBM,2026-05-13,CupHandle,27.74,1.81x,38.1,Depth:23.2% Handle:2.5% Vol:1.81x Target:33.04
15,MS,2026-05-21,CupHandle,200.51,1.31x,43.1,Depth:21.0% Handle:11.4% Vol:1.31x Target:241.19
16,TECK,2026-05-19,CupHandle,59.38,1.31x,38.1,Depth:23.0% Handle:2.3% Vol:1.31x Target:72.68
17,DELL,2026-05-06,CupHandle,238.80,1.54x,35.4,Depth:29.8% Handle:4.9% Vol:1.54x Target:285.65
18,BNS,2026-05-06,Spoon,78.45,0.44x,19.4,Depth:12.7% Roundness:0.00 Vol:0.44x Days:40
19,VAC,2026-05-05,CupHandle,73.72,2.09x,40.9,Depth:23.3% Handle:3.3% Vol:2.09x Target:89.66
20,SA,2026-05-20,CupHandle,30.65,1.61x,46.1,Depth:26.3% Handle:1.2% Vol:1.61x Target:39.07
