# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-08-31
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,CME,2026-08-31,CupHandle,285.50,1.86x,48.6,Depth:23.9% Handle:4.9% Vol:1.86x Target:354.17
2,CME,2026-08-28,CupHandle,285.80,1.53x,45.3,Depth:23.8% Handle:6.5% Vol:1.53x Target:353.97
3,OFED,2026-08-21,DarvasBox,21.75,43.61x,73.0,Box:[19.94-21.50] Ht:7.3% Vol:43.61x Boxes:4 Stop:19.94
4,WAY,2026-08-25,CupHandle,24.21,1.73x,42.3,Depth:24.0% Handle:0.6% Vol:1.73x Target:29.65
5,CIBR,2026-08-13,DarvasBox,102.20,1.69x,34.9,Box:[86.84-95.94] Ht:9.5% Vol:1.69x Boxes:11 Stop:86.84
6,TRMD,2026-08-27,CupHandle,31.80,1.94x,49.4,Depth:20.4% Handle:2.6% Vol:1.94x Target:38.33
7,NVDA,2026-08-27,CupHandle,227.98,2.53x,55.3,Depth:16.7% Handle:3.4% Vol:2.53x Target:266.02
8,WCBR,2026-08-13,DarvasBox,43.80,2.69x,44.9,Box:[35.21-41.01] Ht:14.2% Vol:2.69x Boxes:2 Stop:35.21
9,TTAN,2026-08-11,CupHandle,88.39,1.75x,37.5,Depth:24.3% Handle:8.3% Vol:1.75x Target:105.74
10,FRHC,2026-08-18,CupHandle,160.80,2.32x,43.2,Depth:18.5% Handle:5.2% Vol:2.32x Target:189.46
11,QCOM,2026-08-31,CupHandle,170.48,1.32x,43.2,Depth:26.1% Handle:10.5% Vol:1.32x Target:213.60
12,QQUP,2026-08-27,CupHandle,63.66,5.48x,80.0,Depth:18.7% Handle:14.2% Vol:5.48x Target:75.27
13,STRC,2026-08-31,CupHandle,97.10,1.74x,47.4,Depth:28.3% Handle:0.2% Vol:1.74x Target:125.29
14,NVCR,2026-08-19,CupHandle,18.20,2.37x,43.7,Depth:19.6% Handle:3.4% Vol:2.37x Target:21.47
15,PPH,2026-08-19,DarvasBox,117.28,3.12x,49.2,Box:[107.70-114.57] Ht:6.0% Vol:3.12x Boxes:7 Stop:107.70
16,QCOM,2026-08-27,CupHandle,164.78,1.45x,44.5,Depth:25.9% Handle:13.3% Vol:1.45x Target:207.53
17,QQUP,2026-08-13,CupHandle,64.00,2.17x,41.7,Depth:29.6% Handle:6.0% Vol:2.17x Target:80.86
18,PEGA,2026-08-31,CupHandle,36.81,1.30x,43.0,Depth:28.9% Handle:5.0% Vol:1.30x Target:47.02
19,CFFI,2026-08-26,DarvasBox,91.59,5.93x,78.0,Box:[84.26-89.76] Ht:6.1% Vol:5.93x Boxes:3 Stop:84.26
20,ROBT,2026-08-17,CupHandle,59.62,2.04x,40.4,Depth:24.8% Handle:7.2% Vol:2.04x Target:74.11
