# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-06-19
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,VNOpN,2026-06-16,CupHandle,17.53,3.38x,63.8,Depth:12.1% Handle:7.2% Vol:3.38x Target:19.71
2,GRC,2026-06-11,DarvasBox,82.82,2.26x,45.6,Box:[68.94-79.54] Ht:13.3% Vol:2.26x Boxes:7 Stop:68.94
3,UBS,2026-06-09,CupHandle,47.86,1.88x,43.8,Depth:25.8% Handle:3.4% Vol:1.88x Target:60.14
4,CW,2026-06-18,DarvasBox,771.93,3.81x,66.1,Box:[685.64-760.72] Ht:9.9% Vol:3.81x Boxes:13 Stop:685.64
5,AXP,2026-06-15,Spoon,335.38,0.81x,33.1,Depth:11.0% Roundness:1.00 Vol:0.81x Days:179
6,TDI,2026-06-02,DarvasBox,46.47,4.68x,64.8,Box:[43.58-45.74] Ht:4.7% Vol:4.68x Boxes:6 Stop:43.58
7,LION,2026-06-16,DarvasBox,16.36,4.19x,69.9,Box:[13.19-15.01] Ht:12.1% Vol:4.19x Boxes:4 Stop:13.19
8,UBS,2026-06-16,CupHandle,50.46,1.35x,43.5,Depth:26.1% Handle:5.9% Vol:1.35x Target:62.99
9,OSG,2026-06-15,CupHandle,5.76,2.05x,50.5,Depth:30.0% Handle:6.0% Vol:2.05x Target:7.42
10,IX,2026-06-03,CupHandle,39.25,4.07x,60.7,Depth:22.6% Handle:5.5% Vol:4.07x Target:47.72
11,AIT,2026-06-16,DarvasBox,324.38,2.42x,52.2,Box:[295.83-317.10] Ht:6.7% Vol:2.42x Boxes:3 Stop:295.83
12,MGA,2026-06-02,CupHandle,68.11,1.34x,33.4,Depth:24.3% Handle:6.0% Vol:1.34x Target:84.61
13,VVV,2026-06-18,CupHandle,38.07,2.20x,52.0,Depth:23.9% Handle:0.3% Vol:2.20x Target:47.00
14,CPA,2026-06-18,CupHandle,151.04,1.81x,48.1,Depth:21.5% Handle:1.5% Vol:1.81x Target:180.55
15,ING,2026-06-18,CupHandle,31.36,3.25x,62.5,Depth:23.8% Handle:6.3% Vol:3.25x Target:38.81
16,OSG,2026-06-16,CupHandle,5.65,1.45x,44.5,Depth:30.7% Handle:5.2% Vol:1.45x Target:7.37
17,SWK,2026-06-18,CupHandle,86.75,1.74x,47.4,Depth:19.0% Handle:0.1% Vol:1.74x Target:102.16
18,ABX,2026-06-18,CupHandle,9.25,1.58x,45.8,Depth:19.5% Handle:4.8% Vol:1.58x Target:11.02
19,RBC,2026-06-18,DarvasBox,639.18,2.14x,49.4,Box:[545.62-632.00] Ht:13.7% Vol:2.14x Boxes:10 Stop:545.62
20,XHR,2026-06-03,DarvasBox,17.76,1.73x,35.3,Box:[15.81-17.23] Ht:8.2% Vol:1.73x Boxes:5 Stop:15.81
