# Top 20 Chart Patterns - Last 20 Days
# Market: AMEX_Yahoo | End Date: 2026-03-22
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,BHM,2026-03-19,CupHandle,10.75,1.63x,46.3,Depth:30.6% Handle:10.6% Vol:1.63x Target:14.26
2,CMCL,2026-03-03,CupHandle,29.79,1.52x,35.2,Depth:24.8% Handle:12.5% Vol:1.52x Target:37.37
3,CIX,2026-03-05,CupHandle,24.24,2.17x,41.7,Depth:18.5% Handle:0.0% Vol:2.17x Target:28.85
4,AXIL,2026-03-02,CupHandle,7.10,2.47x,44.7,Depth:29.8% Handle:0.0% Vol:2.47x Target:8.92
5,BKTI,2026-03-02,CupHandle,86.62,1.36x,33.6,Depth:28.1% Handle:7.4% Vol:1.36x Target:110.04
6,BDL,2026-03-12,CupHandle,34.42,2.18x,46.8,Depth:18.2% Handle:0.0% Vol:2.18x Target:40.57
7,BHM,2026-03-03,CupHandle,11.70,4.18x,61.8,Depth:15.4% Handle:9.7% Vol:4.18x Target:13.14
8,UUU,2026-03-10,CupHandle,5.59,3.82x,58.2,Depth:29.2% Handle:10.7% Vol:3.82x Target:7.09
9,CIX,2026-03-12,CupHandle,24.30,1.81x,43.1,Depth:17.2% Handle:2.4% Vol:1.81x Target:28.52
10,CIX,2026-03-02,CupHandle,24.87,2.15x,41.5,Depth:18.5% Handle:4.1% Vol:2.15x Target:29.48
11,ISOU,2026-03-05,CupHandle,10.87,1.42x,34.2,Depth:29.9% Handle:14.7% Vol:1.42x Target:13.93
12,ACU,2026-03-16,CupHandle,46.00,4.02x,65.2,Depth:22.5% Handle:3.3% Vol:4.02x Target:56.24
13,PTN,2026-03-20,CupHandle,21.45,1.77x,47.7,Depth:34.1% Handle:8.4% Vol:1.77x Target:28.61
14,AULTPD,2026-03-06,CupHandle,22.48,1.63x,36.3,Depth:18.4% Handle:0.0% Vol:1.63x Target:26.53
15,AXIL,2026-03-09,CupHandle,6.27,2.75x,47.5,Depth:29.8% Handle:10.4% Vol:2.75x Target:8.09
16,EGG,2026-03-12,CupHandle,5.35,1.62x,41.2,Depth:32.8% Handle:9.9% Vol:1.62x Target:7.06
17,ISOU,2026-03-02,CupHandle,11.92,1.37x,33.7,Depth:32.2% Handle:15.0% Vol:1.37x Target:15.33
18,EGG,2026-03-13,CupHandle,6.00,1.53x,40.3,Depth:32.4% Handle:10.1% Vol:1.53x Target:7.68
19,DIT,2026-03-18,CupHandle,118.50,4.51x,75.1,Depth:12.3% Handle:0.0% Vol:4.51x Target:132.81
20,BDL,2026-03-10,CupHandle,33.74,1.30x,33.0,Depth:15.5% Handle:11.7% Vol:1.30x Target:38.78
