# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-07-03
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,SIBN,2026-06-26,CupHandle,17.33,3.37x,58.7,Depth:26.7% Handle:1.1% Vol:3.37x Target:21.51
2,EXEL,2026-06-26,DarvasBox,54.77,2.75x,50.5,Box:[50.80-53.93] Ht:5.8% Vol:2.75x Boxes:9 Stop:50.80
3,PGC,2026-06-26,DarvasBox,47.99,4.23x,65.3,Box:[43.44-46.57] Ht:6.7% Vol:4.23x Boxes:5 Stop:43.44
4,KIDS,2026-06-24,CupHandle,19.14,1.47x,39.7,Depth:23.6% Handle:4.0% Vol:1.47x Target:23.59
5,RAAQ,2026-07-01,DarvasBox,13.42,4.24x,70.4,Box:[10.36-12.10] Ht:14.4% Vol:4.24x Boxes:1 Stop:10.36
6,AGYS,2026-06-18,CupHandle,87.51,1.66x,36.6,Depth:23.1% Handle:8.2% Vol:1.66x Target:106.01
7,SIBN,2026-06-30,CupHandle,16.32,3.31x,63.1,Depth:28.0% Handle:5.1% Vol:3.31x Target:20.79
8,NPCE,2026-06-26,CupHandle,16.47,4.79x,72.9,Depth:26.6% Handle:6.6% Vol:4.79x Target:20.99
9,FRAF,2026-07-01,DarvasBox,63.84,3.33x,61.3,Box:[58.63-62.84] Ht:6.7% Vol:3.33x Boxes:6 Stop:58.63
10,DVXF,2026-07-02,CupHandle,26.90,3.22x,62.2,Depth:21.4% Handle:4.8% Vol:3.22x Target:32.46
11,CARL,2026-06-26,CupHandle,11.76,1.46x,39.6,Depth:28.3% Handle:7.1% Vol:1.46x Target:15.12
12,HUBG,2026-06-26,CupHandle,43.75,2.30x,48.0,Depth:25.4% Handle:2.7% Vol:2.30x Target:54.94
13,BCOR,2026-06-17,CupHandle,23.96,1.37x,33.7,Depth:14.5% Handle:0.0% Vol:1.37x Target:27.37
14,ICFI,2026-06-29,CupHandle,74.49,1.61x,46.1,Depth:18.6% Handle:5.5% Vol:1.61x Target:87.91
15,HQY,2026-06-26,CupHandle,88.46,2.31x,48.1,Depth:20.6% Handle:1.5% Vol:2.31x Target:107.31
16,ICCC,2026-07-01,DarvasBox,11.00,2.29x,50.9,Box:[9.29-10.75] Ht:13.6% Vol:2.29x Boxes:3 Stop:9.29
17,TCMD,2026-06-26,CupHandle,30.28,4.79x,72.9,Depth:26.5% Handle:8.0% Vol:4.79x Target:37.70
18,KIDS,2026-06-26,CupHandle,20.30,4.11x,66.1,Depth:23.7% Handle:9.6% Vol:4.11x Target:24.78
19,EDAP,2026-06-23,CupHandle,4.98,1.61x,41.1,Depth:34.7% Handle:3.0% Vol:1.61x Target:6.62
20,VTRS,2026-07-01,CupHandle,16.18,1.39x,43.9,Depth:20.5% Handle:9.4% Vol:1.39x Target:19.49
