# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-03-17
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,BP,2026-03-06,DarvasBox,40.44,2.39x,41.9,Box:[36.15-39.51] Ht:8.5% Vol:2.39x Boxes:5 Stop:36.15
2,PUMP,2026-03-12,CupHandle,14.39,2.11x,51.1,Depth:26.9% Handle:6.8% Vol:2.11x Target:17.63
3,LHX,2026-03-02,DarvasBox,378.48,1.86x,36.6,Box:[336.55-369.59] Ht:8.9% Vol:1.86x Boxes:9 Stop:336.55
4,CF,2026-03-03,DarvasBox,106.30,2.55x,43.5,Box:[93.64-105.23] Ht:11.0% Vol:2.55x Boxes:4 Stop:93.64
5,AXR,2026-03-17,CupHandle,28.39,5.11x,80.0,Depth:18.9% Handle:5.9% Vol:5.11x Target:32.49
6,BNED,2026-03-11,CupHandle,8.38,2.98x,54.8,Depth:31.9% Handle:4.3% Vol:2.98x Target:11.14
7,PSX,2026-03-12,DarvasBox,174.09,2.06x,48.6,Box:[149.14-163.79] Ht:8.9% Vol:2.06x Boxes:4 Stop:149.14
8,EFXT,2026-02-26,DarvasBox,23.23,2.05x,38.5,Box:[17.09-19.65] Ht:13.0% Vol:2.05x Boxes:6 Stop:17.09
9,AGX,2026-03-09,DarvasBox,466.38,1.86x,41.6,Box:[397.02-449.90] Ht:11.8% Vol:1.86x Boxes:6 Stop:397.02
10,CRC,2026-03-06,CupHandle,64.74,2.12x,41.2,Depth:26.2% Handle:2.1% Vol:2.12x Target:80.11
11,RYAM,2026-02-25,DarvasBox,10.23,9.37x,68.0,Box:[7.65-8.95] Ht:14.5% Vol:9.37x Boxes:3 Stop:7.65
12,CNR,2026-03-03,CupHandle,92.01,2.45x,44.5,Depth:18.5% Handle:6.9% Vol:2.45x Target:108.96
13,GRDN,2026-03-04,CupHandle,34.76,1.46x,34.6,Depth:21.5% Handle:4.2% Vol:1.46x Target:41.96
14,GRDN,2026-03-10,CupHandle,33.65,3.39x,58.9,Depth:21.2% Handle:4.8% Vol:3.39x Target:40.73
15,SI,2026-03-11,CupHandle,14.01,4.33x,68.3,Depth:22.4% Handle:12.4% Vol:4.33x Target:17.16
16,MPC,2026-03-02,CupHandle,209.82,1.66x,36.6,Depth:22.7% Handle:7.2% Vol:1.66x Target:257.29
17,OUT,2026-02-26,DarvasBox,28.52,2.08x,38.8,Box:[24.78-27.04] Ht:8.4% Vol:2.08x Boxes:4 Stop:24.78
18,CRC,2026-03-02,CupHandle,61.51,1.41x,34.1,Depth:24.8% Handle:10.0% Vol:1.41x Target:75.76
19,ANF,2026-03-03,CupHandle,99.22,1.91x,39.1,Depth:32.8% Handle:2.8% Vol:1.91x Target:131.17
20,LB,2026-03-17,CupHandle,77.41,1.45x,44.5,Depth:30.0% Handle:3.4% Vol:1.45x Target:96.20
