# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-02-22
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,ZIM,2026-02-17,DarvasBox,27.85,11.91x,78.0,Box:[21.07-24.47] Ht:13.9% Vol:11.91x Boxes:2 Stop:21.07
2,KW,2026-02-17,DarvasBox,10.86,10.28x,78.0,Box:[9.75-10.09] Ht:3.4% Vol:10.28x Boxes:2 Stop:9.75
3,Kw,2026-02-17,DarvasBox,10.86,10.28x,78.0,Box:[9.75-10.09] Ht:3.4% Vol:10.28x Boxes:2 Stop:9.75
4,IIM,2026-02-13,DarvasBox,12.82,1.88x,41.8,Box:[12.17-12.55] Ht:3.0% Vol:1.88x Boxes:2 Stop:12.17
5,AOD,2026-02-18,DarvasBox,10.62,1.59x,43.9,Box:[9.70-10.08] Ht:3.7% Vol:1.59x Boxes:7 Stop:9.70
6,CRS,2026-02-06,DarvasBox,365.11,1.74x,35.4,Box:[313.04-348.79] Ht:10.2% Vol:1.74x Boxes:8 Stop:313.04
7,DAN,2026-02-18,DarvasBox,34.77,1.68x,44.8,Box:[28.30-31.73] Ht:10.8% Vol:1.68x Boxes:9 Stop:28.30
8,COLD,2026-02-19,CupHandle,13.89,3.80x,68.0,Depth:24.9% Handle:7.9% Vol:3.80x Target:17.18
9,GVA,2026-02-11,DarvasBox,133.17,1.50x,33.0,Box:[118.12-124.99] Ht:5.5% Vol:1.50x Boxes:6 Stop:118.12
10,MCD,2026-02-12,DarvasBox,332.08,2.06x,43.6,Box:[298.33-321.79] Ht:7.3% Vol:2.06x Boxes:3 Stop:298.33
11,CLH,2026-02-17,CupHandle,269.08,2.08x,50.8,Depth:23.6% Handle:3.5% Vol:2.08x Target:331.38
12,PHG,2026-02-10,DarvasBox,32.91,8.10x,68.0,Box:[28.76-30.30] Ht:5.1% Vol:8.10x Boxes:3 Stop:28.76
13,HLF,2026-02-19,DarvasBox,19.57,5.59x,78.0,Box:[15.61-17.93] Ht:12.9% Vol:5.59x Boxes:1 Stop:15.61
14,CEE,2026-02-02,CupHandle,18.98,2.63x,46.3,Depth:23.3% Handle:4.3% Vol:2.63x Target:23.37
15,WBS,2026-02-03,DarvasBox,71.95,15.65x,68.0,Box:[62.48-66.54] Ht:6.1% Vol:15.65x Boxes:3 Stop:62.48
16,DBD,2026-02-12,DarvasBox,75.59,2.61x,49.1,Box:[66.94-72.53] Ht:7.7% Vol:2.61x Boxes:6 Stop:66.94
17,JOF,2026-02-10,DarvasBox,11.98,3.08x,48.8,Box:[11.32-11.72] Ht:3.4% Vol:3.08x Boxes:8 Stop:11.32
18,VTMX,2026-02-20,DarvasBox,35.99,3.14x,59.4,Box:[30.57-32.68] Ht:6.5% Vol:3.14x Boxes:3 Stop:30.57
19,CLH,2026-02-18,CupHandle,276.25,2.61x,56.1,Depth:23.7% Handle:5.1% Vol:2.61x Target:338.89
20,MLM,2026-02-10,DarvasBox,708.11,1.58x,33.8,Box:[627.46-668.83] Ht:6.2% Vol:1.58x Boxes:4 Stop:627.46
