# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-06-12
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,SUPP,2026-06-02,DarvasBox,84.92,2.29x,45.9,Box:[77.73-82.91] Ht:6.3% Vol:2.29x Boxes:6 Stop:77.73
2,SUPP,2026-06-02,CupHandle,84.92,2.35x,48.5,Depth:15.7% Handle:0.0% Vol:2.35x Target:97.44
3,UNIT,2026-06-11,DarvasBox,12.52,3.04x,58.4,Box:[10.53-12.39] Ht:15.0% Vol:3.04x Boxes:4 Stop:10.53
4,SUPP,2026-06-11,CupHandle,83.97,12.03x,80.0,Depth:16.8% Handle:0.9% Vol:12.03x Target:97.60
5,VTWG,2026-05-28,DarvasBox,279.37,5.37x,68.0,Box:[255.40-274.40] Ht:6.9% Vol:5.37x Boxes:9 Stop:255.40
6,PTF,2026-06-01,DarvasBox,130.47,1.50x,33.0,Box:[110.25-126.44] Ht:12.8% Vol:1.50x Boxes:6 Stop:110.25
7,WLFC,2026-06-11,CupHandle,191.84,1.40x,44.0,Depth:13.4% Handle:7.9% Vol:1.40x Target:216.62
8,CHEF,2026-06-11,DarvasBox,89.76,2.70x,55.0,Box:[74.62-82.81] Ht:9.9% Vol:2.70x Boxes:4 Stop:74.62
9,SEEM,2026-06-03,DarvasBox,40.65,1.64x,39.4,Box:[36.96-39.48] Ht:6.4% Vol:1.64x Boxes:4 Stop:36.96
10,EMXC,2026-06-01,DarvasBox,103.67,1.93x,37.3,Box:[90.73-98.31] Ht:7.7% Vol:1.93x Boxes:7 Stop:90.73
11,PIE,2026-05-26,DarvasBox,33.24,12.54x,68.0,Box:[29.34-32.29] Ht:9.2% Vol:12.54x Boxes:4 Stop:29.34
12,FTC,2026-06-02,DarvasBox,187.44,2.01x,43.1,Box:[170.39-181.29] Ht:6.0% Vol:2.01x Boxes:9 Stop:170.39
13,AAXJ,2026-06-01,DarvasBox,122.28,2.85x,46.5,Box:[109.89-117.98] Ht:6.9% Vol:2.85x Boxes:9 Stop:109.89
14,TARK,2026-05-29,CupHandle,50.08,2.50x,45.0,Depth:30.5% Handle:0.0% Vol:2.50x Target:63.57
15,CARZ,2026-06-04,DarvasBox,120.78,2.47x,47.7,Box:[106.49-116.07] Ht:8.3% Vol:2.47x Boxes:8 Stop:106.49
16,ENLT,2026-05-26,CupHandle,103.56,1.48x,34.8,Depth:24.9% Handle:7.1% Vol:1.48x Target:124.72
17,TXUG,2026-06-02,CupHandle,26.94,2.13x,46.3,Depth:13.5% Handle:0.0% Vol:2.13x Target:30.48
18,BULD,2026-05-26,DarvasBox,34.09,9.80x,68.0,Box:[30.56-33.06] Ht:7.6% Vol:9.80x Boxes:3 Stop:30.56
19,TXUG,2026-05-29,CupHandle,26.82,2.13x,41.3,Depth:13.1% Handle:0.0% Vol:2.13x Target:30.24
20,RAPP,2026-05-26,CupHandle,39.71,1.39x,33.9,Depth:25.2% Handle:8.5% Vol:1.39x Target:48.21
