# Top 20 Chart Patterns - Last 20 Days
# Market: AMEX_Yahoo | End Date: 2026-02-11
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,SIM,2026-01-29,CupHandle,31.50,5.00x,70.0,Depth:14.6% Handle:6.3% Vol:5.00x Target:35.77
2,ACU,2026-01-22,Spoon,44.29,1.16x,26.6,Depth:18.4% Roundness:0.00 Vol:1.16x Days:78
3,BCV,2026-01-29,CupHandle,24.24,1.83x,38.3,Depth:12.2% Handle:10.6% Vol:1.83x Target:27.16
4,GENC,2026-01-30,CupHandle,14.34,1.71x,37.1,Depth:13.8% Handle:8.2% Vol:1.71x Target:16.30
5,AULTpD,2026-02-02,CupHandle,23.42,1.85x,43.5,Depth:24.3% Handle:11.1% Vol:1.85x Target:29.27
6,BDL,2026-02-09,CupHandle,33.21,3.11x,61.1,Depth:18.8% Handle:7.5% Vol:3.11x Target:39.31
7,SIM,2026-02-10,CupHandle,30.75,3.20x,62.0,Depth:14.6% Handle:6.3% Vol:3.20x Target:35.02
8,SIM,2026-02-03,CupHandle,31.48,4.00x,65.0,Depth:14.6% Handle:6.3% Vol:4.00x Target:35.75
9,LGCY,2026-01-26,CupHandle,10.29,1.83x,38.3,Depth:27.2% Handle:5.0% Vol:1.83x Target:13.26
10,ACU,2026-02-04,CupHandle,44.00,1.85x,43.5,Depth:18.9% Handle:11.0% Vol:1.85x Target:52.25
11,OPHC,2026-02-02,CupHandle,4.86,2.10x,46.0,Depth:18.2% Handle:1.1% Vol:2.10x Target:5.73
12,ACU,2026-01-22,CupHandle,44.29,1.42x,34.2,Depth:19.5% Handle:8.4% Vol:1.42x Target:52.87
13,TMP,2026-01-22,CupHandle,79.07,1.46x,34.6,Depth:17.2% Handle:5.2% Vol:1.46x Target:91.82
14,OPHC,2026-02-04,CupHandle,4.95,1.87x,43.7,Depth:18.4% Handle:5.7% Vol:1.87x Target:5.83
15,CIX,2026-02-10,CupHandle,24.50,1.38x,43.8,Depth:14.4% Handle:5.3% Vol:1.38x Target:27.92
16,RLGT,2026-02-09,CupHandle,7.04,1.44x,44.4,Depth:16.8% Handle:5.1% Vol:1.44x Target:8.21
17,CIX,2026-02-09,CupHandle,24.08,1.33x,43.3,Depth:17.6% Handle:13.6% Vol:1.33x Target:28.43
18,TMP,2026-01-30,CupHandle,80.12,1.88x,38.8,Depth:17.6% Handle:13.8% Vol:1.88x Target:93.20
19,CIX,2026-01-28,CupHandle,23.59,1.73x,37.3,Depth:16.3% Handle:2.5% Vol:1.73x Target:27.53
20,SCCF,2026-01-22,CupHandle,23.64,1.49x,34.9,Depth:12.1% Handle:2.9% Vol:1.49x Target:26.45
