# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: NYSE_Yahoo | End Date: 2026-04-27
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,UPS,2026-04-08,Spoon,100.45,85.9,1,100.0,73.2,100.0,44.8,11.4
2,APLE,2026-04-08,CupHandle,12.02,85.9,1,100.0,66.6,100.0,42.5,12.1
3,ZGN,2026-04-24,CupHandle,11.96,79.0,1,79.5,56.0,70.3,56.1,0.7
4,WSR,2026-04-09,DarvasBox,18.93,78.2,1,88.4,39.8,96.4,22.0,5.2
5,AAMI,2026-04-08,DarvasBox,59.43,75.6,1,83.2,48.2,60.4,29.5,12.1
6,MAC,2026-04-10,DarvasBox,21.42,74.7,1,77.2,45.0,100.0,40.4,11.4
7,KGS,2026-04-17,DarvasBox,63.25,71.1,1,77.0,69.7,81.2,37.5,0.0
8,TWN,2026-04-09,DarvasBox,72.06,70.5,1,82.9,57.6,24.0,38.5,12.2
9,TNC,2026-04-24,CupHandle,81.52,70.3,1,81.0,30.7,58.3,63.4,5.7
10,LUXE,2026-04-17,CupHandle,8.89,67.7,1,76.7,42.1,67.7,33.0,0.0
11,CSV,2026-04-23,DarvasBox,50.48,67.5,1,75.1,68.0,56.2,52.0,1.8
12,WSO,2026-04-27,CupHandle,456.86,67.4,1,73.4,48.8,64.6,49.6,1.5
13,KRO,2026-04-23,CupHandle,6.84,67.4,1,72.5,73.5,76.6,68.8,0.0
14,AAP,2026-04-10,CupHandle,54.59,67.2,1,74.9,50.1,87.0,39.0,0.0
15,UNP,2026-04-23,DarvasBox,271.26,66.0,1,74.4,68.0,49.5,63.8,1.8
16,MOH,2026-04-23,CupHandle,174.70,65.4,1,69.0,68.0,55.7,71.1,10.2
17,RNGR,2026-04-23,DarvasBox,18.36,65.2,1,71.2,74.9,95.8,69.0,0.0
18,VOYA,2026-04-23,CupHandle,78.87,64.1,1,64.8,68.0,78.1,69.4,9.2
19,CTOS,2026-04-21,CupHandle,8.37,63.5,1,69.9,53.8,62.0,63.1,5.1
20,RS,2026-04-23,CupHandle,344.55,63.4,1,66.4,73.6,60.4,68.1,4.1
21,TG,2026-04-27,CupHandle,9.50,63.3,1,62.6,65.8,75.0,47.4,0.0
22,RCUS,2026-04-21,CupHandle,24.52,63.2,1,75.1,35.4,35.9,78.8,0.0
23,SEG,2026-04-10,CupHandle,22.59,63.2,1,72.2,56.7,93.2,40.3,25.3
24,MMI,2026-04-23,CupHandle,27.95,63.2,1,66.3,67.0,99.0,51.9,11.4
25,NVT,2026-04-23,CupHandle,142.76,63.0,1,65.7,55.0,91.7,50.5,0.7
26,ATS,2026-04-24,CupHandle,33.06,62.9,1,72.8,34.8,76.6,49.3,0.7
27,INN,2026-04-27,CupHandle,5.03,62.9,1,65.9,71.6,69.3,41.4,5.7
28,WST,2026-04-23,CupHandle,309.70,62.9,1,68.0,74.5,37.5,68.4,10.2
29,KEX,2026-04-17,DarvasBox,142.09,62.4,1,71.3,65.2,64.1,39.8,0.0
30,QUAD,2026-04-17,CupHandle,7.65,62.4,1,72.6,34.5,78.1,40.1,0.7
31,DFIN,2026-04-24,CupHandle,50.49,62.4,1,76.5,15.0,95.8,43.5,5.7
32,BNED,2026-04-20,CupHandle,10.97,62.1,1,74.9,19.0,78.1,38.3,0.0
33,MSM,2026-04-27,CupHandle,104.17,61.4,1,68.3,68.0,66.7,48.1,7.7
34,RSI,2026-04-17,CupHandle,22.89,61.4,1,67.0,72.8,67.2,41.3,0.0
35,BWXT,2026-04-08,DarvasBox,231.78,61.0,1,76.3,31.6,75.0,48.4,11.4
36,FLR,2026-04-27,CupHandle,51.68,60.4,1,66.6,68.0,69.8,49.8,0.0
37,AMWL,2026-04-15,CupHandle,6.24,59.3,1,77.2,31.7,53.6,31.1,11.9
38,CUBI,2026-04-27,CupHandle,77.92,59.2,1,73.1,15.0,88.0,50.6,0.0
39,WHD,2026-04-09,CupHandle,53.95,59.2,1,62.8,62.6,87.5,32.2,0.0
40,SCL,2026-04-27,CupHandle,52.66,59.0,1,60.2,74.9,99.0,41.0,0.0
41,CBRE,2026-04-23,CupHandle,149.31,58.6,1,66.0,45.0,100.0,59.5,22.9
42,CHH,2026-04-17,CupHandle,119.19,58.4,1,71.9,26.4,70.3,39.1,0.0
43,ODC,2026-04-09,CupHandle,72.78,58.3,1,73.2,43.9,53.6,31.0,18.1
44,NIO,2026-04-10,CupHandle,6.50,58.2,1,62.8,45.9,100.0,32.2,22.9
45,VHI,2026-04-27,CupHandle,14.85,58.2,1,64.4,74.1,98.4,51.7,18.5
46,JLL,2026-04-23,CupHandle,337.63,58.1,1,69.5,15.0,95.3,53.0,0.0
47,ACEL,2026-04-08,CupHandle,11.65,57.7,1,61.4,57.5,97.9,31.1,0.0
48,SNDR,2026-04-17,CupHandle,29.39,57.5,1,69.3,28.9,78.6,36.0,0.0
49,CVLG,2026-04-16,CupHandle,29.20,57.3,1,58.9,68.0,75.0,65.3,5.5
50,HZO,2026-04-23,CupHandle,29.62,57.2,1,70.1,35.2,59.4,50.7,0.7
