# Top 20 Chart Patterns - Last 20 Days
# Market: AMEX_Yahoo | End Date: 2026-03-18
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,INTT,2026-02-27,DarvasBox,11.65,5.59x,68.0,Box:[9.35-10.88] Ht:14.1% Vol:5.59x Boxes:2 Stop:9.35
2,AXIL,2026-03-02,CupHandle,7.10,2.47x,44.7,Depth:27.3% Handle:0.0% Vol:2.47x Target:8.71
3,BDL,2026-03-12,CupHandle,34.42,2.18x,46.8,Depth:18.2% Handle:0.0% Vol:2.18x Target:40.57
4,CMCL,2026-03-03,CupHandle,29.79,1.52x,35.2,Depth:24.8% Handle:12.5% Vol:1.52x Target:37.37
5,CIX,2026-03-05,CupHandle,24.24,2.17x,41.7,Depth:18.5% Handle:0.0% Vol:2.17x Target:28.85
6,BKTI,2026-03-02,CupHandle,86.62,1.36x,33.6,Depth:28.1% Handle:7.4% Vol:1.36x Target:110.04
7,NML,2026-02-27,DarvasBox,10.22,1.77x,35.7,Box:[9.62-9.94] Ht:3.2% Vol:1.77x Boxes:7 Stop:9.62
8,UUU,2026-03-10,CupHandle,5.59,3.82x,63.2,Depth:29.2% Handle:10.7% Vol:3.82x Target:7.09
9,BHM,2026-03-03,CupHandle,11.70,4.18x,61.8,Depth:15.4% Handle:9.7% Vol:4.18x Target:13.14
10,ISOU,2026-03-05,CupHandle,10.87,1.42x,34.2,Depth:29.9% Handle:14.7% Vol:1.42x Target:13.93
11,ACU,2026-03-16,CupHandle,46.00,4.02x,70.2,Depth:22.5% Handle:3.3% Vol:4.02x Target:56.24
12,CIX,2026-03-12,CupHandle,24.30,1.81x,43.1,Depth:17.2% Handle:2.4% Vol:1.81x Target:28.52
13,CIX,2026-03-02,CupHandle,24.87,2.15x,41.5,Depth:18.5% Handle:4.1% Vol:2.15x Target:29.48
14,AXIL,2026-02-26,CupHandle,7.00,1.85x,38.5,Depth:28.5% Handle:0.0% Vol:1.85x Target:8.71
15,BHM,2026-02-26,CupHandle,10.24,1.35x,33.5,Depth:14.3% Handle:10.6% Vol:1.35x Target:11.57
16,DIT,2026-03-18,CupHandle,118.50,4.51x,75.1,Depth:12.3% Handle:0.0% Vol:4.51x Target:132.81
17,ISOU,2026-03-02,CupHandle,11.92,1.37x,33.7,Depth:32.2% Handle:15.0% Vol:1.37x Target:15.33
18,BDL,2026-03-10,CupHandle,33.74,1.30x,38.0,Depth:15.5% Handle:11.7% Vol:1.30x Target:38.78
19,EGG,2026-03-12,CupHandle,5.35,1.62x,41.2,Depth:32.8% Handle:9.9% Vol:1.62x Target:7.06
20,ACU,2026-02-26,CupHandle,45.88,1.46x,34.6,Depth:21.8% Handle:9.5% Vol:1.46x Target:55.72
