# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: NYSE_Polygon | End Date: 2026-01-09
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,LTM,2026-01-08,CupHandle,57.59,77.8,2,78.0,70.8,75.5,58.5,0.0
2,RKT,2026-01-09,CupHandle,23.29,77.0,2,76.8,89.7,43.2,83.7,3.4
3,REVG,2026-01-08,CupHandle,66.15,76.8,2,76.3,68.3,87.0,58.9,2.5
4,IHS,2026-01-07,CupHandle,7.64,76.8,2,75.0,74.4,79.2,72.3,0.0
5,SSL,2026-01-09,CupHandle,6.87,74.6,3,73.6,74.2,78.6,64.7,1.0
6,CLH,2026-01-09,CupHandle,253.42,72.6,3,71.6,77.0,75.5,62.5,0.0
7,SUN,2026-01-08,Spoon,55.49,69.6,3,70.6,72.5,71.9,72.9,3.9
8,TEX,2026-01-08,CupHandle,58.66,68.8,3,69.1,67.0,87.0,64.8,2.2
9,MSB,2025-12-22,CupHandle,35.84,68.8,3,79.3,59.2,34.9,76.5,8.5
10,BALL,2026-01-06,CupHandle,54.30,68.6,3,73.2,72.4,52.6,50.6,0.0
11,NVGS,2026-01-07,CupHandle,18.48,68.6,3,70.6,70.2,68.2,66.0,0.0
12,DIN,2025-12-29,CupHandle,32.48,67.6,3,73.1,72.8,45.3,55.7,0.0
13,WPP,2026-01-05,CupHandle,23.55,67.6,3,84.5,20.3,56.8,55.8,0.0
14,SMFG,2026-01-09,CupHandle,20.20,67.3,3,72.3,67.4,55.7,61.6,0.0
15,AIN,2026-01-08,CupHandle,55.24,67.3,3,76.0,55.8,51.6,57.8,0.0
16,CYD,2026-01-09,CupHandle,41.61,67.1,3,74.3,50.0,66.1,100.0,9.0
17,BKKT,2026-01-05,CupHandle,14.79,66.8,3,64.5,77.3,90.1,59.6,3.0
18,SNDR,2026-01-06,CupHandle,28.56,66.6,3,66.6,69.8,87.0,55.3,0.0
19,BAP,2026-01-08,CupHandle,303.84,66.4,3,69.1,58.5,87.0,58.2,0.0
20,PNC,2026-01-08,CupHandle,218.64,66.2,3,67.5,77.3,62.5,67.5,0.0
21,PM,2026-01-05,CupHandle,159.86,66.0,3,66.8,74.7,75.5,49.7,0.0
22,VSH,2026-01-07,CupHandle,16.20,65.9,3,72.7,53.2,69.8,57.0,0.0
23,PEN,2026-01-06,CupHandle,316.97,65.9,3,70.2,54.3,79.2,73.5,0.0
24,HCI,2026-01-05,CupHandle,181.46,65.9,3,70.6,53.3,82.3,59.5,0.0
25,USPH,2026-01-05,CupHandle,84.24,65.6,3,65.8,83.2,65.6,50.0,0.0
26,HLIO,2026-01-06,CupHandle,59.46,65.5,3,72.1,62.1,54.2,64.9,0.0
27,AXL,2026-01-06,CupHandle,7.05,65.2,3,69.1,66.6,65.1,74.6,4.0
28,LZB,2026-01-08,CupHandle,39.02,65.0,3,70.0,71.5,55.2,46.0,0.0
29,ELV,2026-01-06,CupHandle,371.37,65.0,3,68.7,64.7,74.0,48.3,0.0
30,TPC,2026-01-06,CupHandle,71.14,64.8,4,67.1,57.9,92.7,55.1,0.0
31,PLOW,2026-01-06,CupHandle,35.10,64.6,4,60.8,86.7,83.9,58.9,0.1
32,WHD,2026-01-06,CupHandle,49.93,64.2,4,67.4,63.8,74.0,67.8,0.1
33,ACN,2026-01-08,CupHandle,281.82,64.2,4,67.3,89.3,36.5,53.8,0.0
34,ARR,2026-01-06,CupHandle,18.22,64.2,4,72.5,62.6,42.7,66.6,0.5
35,JEF,2026-01-07,CupHandle,64.67,63.8,4,79.2,16.8,67.2,85.5,1.0
36,TK,2026-01-07,CupHandle,9.69,63.6,4,66.6,72.6,65.1,53.5,0.0
37,WSR,2026-01-06,CupHandle,14.01,63.5,4,66.1,67.0,77.6,50.8,0.0
38,THQ,2026-01-06,CupHandle,19.68,62.9,4,70.1,70.8,35.9,71.3,0.0
39,STLA,2025-12-22,CupHandle,11.08,62.9,4,65.2,59.9,91.1,51.9,0.0
40,TPB,2026-01-09,CupHandle,109.97,62.5,4,72.4,60.6,43.2,43.7,0.0
41,TPVG,2025-12-31,CupHandle,6.54,62.4,4,68.7,68.7,55.7,36.7,0.0
42,SARO,2026-01-06,CupHandle,30.38,62.2,4,66.2,69.2,64.1,61.1,1.8
43,HASI,2026-01-09,CupHandle,33.46,62.0,4,62.1,86.4,60.4,60.1,0.0
44,HZO,2026-01-08,CupHandle,27.55,61.9,4,64.6,65.1,76.6,66.0,0.0
45,BDX,2026-01-05,CupHandle,198.96,61.8,4,71.0,44.4,75.5,42.1,0.0
46,RVTY,2026-01-06,CupHandle,105.05,61.6,4,66.8,73.9,51.0,49.9,0.0
47,SFL,2026-01-09,CupHandle,8.30,61.6,4,68.6,73.6,37.5,55.8,0.0
48,DOV,2026-01-06,CupHandle,203.50,61.4,4,67.2,64.9,61.5,51.3,0.0
49,HBCP,2026-01-08,CupHandle,60.32,61.4,4,64.8,72.1,74.0,59.7,15.1
50,SBH,2026-01-08,CupHandle,15.37,61.2,4,61.4,74.2,79.7,62.5,0.0
