# Top 20 Chart Patterns - Last 20 Days
# Market: AMEX_Yahoo | End Date: 2026-06-22
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,SPY,2026-06-22,POS,N/A,1.00x,30.0,Peak=MA21
2,SPY,2026-06-18,POS,N/A,1.00x,30.0,Peak=MA21
3,SPY,2026-06-17,POS,N/A,1.00x,30.0,Peak=MA21
4,SPY,2026-06-16,POS,N/A,1.00x,25.0,Peak=MA21
5,SPY,2026-06-15,POS,N/A,1.00x,25.0,Peak=MA21
6,SPY,2026-06-12,POS,N/A,1.00x,25.0,Peak=MA21
7,SPY,2026-06-11,POS,N/A,1.00x,20.0,Peak=MA21
8,SPY,2026-06-10,POS,N/A,1.00x,20.0,Peak=MA21
