# Top 20 Chart Patterns - Last 20 Days
# Market: NYSE_Yahoo | End Date: 2026-09-18
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,MG,2026-09-18,DarvasBox,20.75,11.91x,78.0,Box:[18.17-20.20] Ht:10.1% Vol:11.91x Boxes:4 Stop:18.17
2,TMO,2026-09-17,DarvasBox,658.32,2.85x,56.5,Box:[599.52-647.00] Ht:7.3% Vol:2.85x Boxes:3 Stop:599.52
3,KODK,2026-09-18,CupHandle,9.55,3.40x,64.0,Depth:21.1% Handle:4.0% Vol:3.40x Target:11.55
4,OPY,2026-09-03,CupHandle,124.74,1.63x,36.3,Depth:23.0% Handle:6.3% Vol:1.63x Target:151.60
5,OPY,2026-09-01,CupHandle,119.61,1.33x,33.3,Depth:22.4% Handle:6.4% Vol:1.33x Target:145.60
6,SNOW,2026-09-03,DarvasBox,356.47,5.60x,68.0,Box:[307.28-341.95] Ht:10.1% Vol:5.60x Boxes:6 Stop:307.28
7,MTRN,2026-09-18,CupHandle,251.53,1.72x,47.2,Depth:22.8% Handle:13.8% Vol:1.72x Target:307.35
8,EMBJ,2026-09-16,CupHandle,74.01,1.59x,45.9,Depth:27.2% Handle:1.3% Vol:1.59x Target:93.99
9,CACI,2026-09-14,CupHandle,637.16,1.33x,43.3,Depth:31.3% Handle:1.4% Vol:1.33x Target:835.18
10,ROG,2026-09-14,CupHandle,132.00,1.38x,43.8,Depth:13.7% Handle:4.9% Vol:1.38x Target:150.28
11,STXE,2026-09-08,CupHandle,51.98,9.97x,75.0,Depth:14.1% Handle:1.0% Vol:9.97x Target:59.17
12,ZIM,2026-09-18,CupHandle,30.10,1.44x,44.4,Depth:20.9% Handle:0.3% Vol:1.44x Target:36.17
13,USPH,2026-09-14,CupHandle,80.52,1.33x,43.3,Depth:28.3% Handle:1.6% Vol:1.33x Target:103.67
14,ROG,2026-09-18,CupHandle,129.77,2.66x,56.6,Depth:14.3% Handle:4.7% Vol:2.66x Target:148.89
15,ASX,2026-09-08,CupHandle,39.79,1.50x,40.0,Depth:21.0% Handle:8.6% Vol:1.50x Target:48.06
16,UNM,2026-09-15,DarvasBox,95.88,2.31x,51.1,Box:[86.54-94.55] Ht:8.5% Vol:2.31x Boxes:7 Stop:86.54
17,DFIN,2026-09-04,CupHandle,50.92,1.76x,37.6,Depth:26.0% Handle:6.1% Vol:1.76x Target:63.64
18,KODK,2026-08-31,CupHandle,8.98,1.67x,36.7,Depth:24.3% Handle:6.3% Vol:1.67x Target:11.04
19,BAP,2026-09-10,CupHandle,379.44,1.91x,44.1,Depth:19.7% Handle:11.0% Vol:1.91x Target:452.70
20,UMC,2026-09-17,CupHandle,24.47,1.67x,46.7,Depth:21.4% Handle:5.3% Vol:1.67x Target:28.96
