# Top 50 Chart Patterns - Composite Scoring (1-Month Optimized)
# Market: AMEX_Yahoo | End Date: 2026-02-12
# Format: Rank,Symbol,Date,Pattern,Price,Composite,Tier,Pattern,Momentum,Volatility,Volume,Risk
#
1,BDL,2026-02-09,CupHandle,33.21,58.1,4,68.7,46.0,79.7,46.7,20.8
2,BCV,2026-01-29,CupHandle,24.24,54.2,4,61.7,64.4,65.6,55.8,16.8
3,GENC,2026-01-30,CupHandle,14.34,53.6,4,68.3,62.6,15.6,71.4,14.2
4,AULTpD,2026-02-02,CupHandle,23.42,52.8,4,66.1,27.0,96.9,39.3,19.8
5,SIM,2026-02-10,CupHandle,30.75,52.1,4,61.7,72.3,47.4,46.7,23.9
6,ACU,2026-02-04,CupHandle,44.00,51.3,4,66.1,53.3,43.2,39.3,18.2
7,OPHC,2026-02-04,CupHandle,4.95,49.4,4,67.7,61.5,2.6,44.7,12.9
8,CIX,2026-02-10,CupHandle,24.50,49.1,4,63.6,47.2,53.6,50.3,19.4
9,RLGT,2026-02-09,CupHandle,7.04,45.5,4,59.6,66.8,0.5,100.0,1.0
10,TMP,2026-01-30,CupHandle,80.12,44.0,4,60.9,60.9,1.6,77.8,5.2
11,GTE,2026-01-26,CupHandle,5.46,40.1,4,59.1,57.2,1.6,53.8,1.0
12,NML,2026-02-11,CupHandle,9.74,39.9,4,55.0,68.6,9.4,51.2,1.4
13,ESP,2026-02-09,CupHandle,60.14,39.0,4,69.7,10.9,0.5,85.2,16.7
14,LGCY,2026-02-04,CupHandle,10.26,37.4,4,52.9,30.7,76.6,48.0,12.0
15,EVI,2026-01-30,CupHandle,25.70,36.5,4,63.6,0.0,55.2,44.6,18.1
16,PRK,2026-02-03,CupHandle,171.21,28.5,4,53.2,39.8,3.1,52.3,7.1
