# Top 20 Chart Patterns - Last 20 Days
# Market: NASDAQ_Yahoo | End Date: 2026-08-18
# Format: Rank,Symbol,Date,Pattern,Price,VolumeRatio,Score,Details
#
1,WFCF,2026-08-05,CupHandle,12.69,4.69x,66.9,Depth:26.8% Handle:0.0% Vol:4.69x Target:16.04
2,WFCF,2026-08-10,CupHandle,12.56,1.45x,39.5,Depth:26.9% Handle:0.3% Vol:1.45x Target:15.93
3,ADAMN,2026-08-18,DarvasBox,24.91,2.80x,56.0,Box:[23.53-24.60] Ht:4.3% Vol:2.80x Boxes:6 Stop:23.53
4,BANFP,2026-08-03,DarvasBox,27.95,17.49x,68.0,Box:[26.11-27.09] Ht:3.6% Vol:17.49x Boxes:2 Stop:26.11
5,BKSC,2026-08-04,DarvasBox,18.93,5.62x,68.0,Box:[17.65-18.41] Ht:4.1% Vol:5.62x Boxes:5 Stop:17.65
6,DNLI,2026-08-06,CupHandle,24.73,1.80x,38.0,Depth:24.9% Handle:7.5% Vol:1.80x Target:30.59
7,BULL,2026-08-11,CupHandle,7.57,1.74x,42.4,Depth:25.8% Handle:9.9% Vol:1.74x Target:9.44
8,NGNE,2026-08-12,CupHandle,36.98,1.93x,44.3,Depth:25.9% Handle:11.6% Vol:1.93x Target:45.70
9,KFFB,2026-08-11,DarvasBox,5.54,3.20x,55.0,Box:[4.75-5.48] Ht:13.3% Vol:3.20x Boxes:4 Stop:4.75
10,CIBR,2026-08-13,DarvasBox,102.20,1.69x,44.9,Box:[86.84-95.94] Ht:9.5% Vol:1.69x Boxes:11 Stop:86.84
11,IMVT,2026-08-12,DarvasBox,42.60,2.01x,43.1,Box:[37.91-41.23] Ht:8.1% Vol:2.01x Boxes:4 Stop:37.91
12,QGEN,2026-08-07,CupHandle,42.30,1.39x,33.9,Depth:25.5% Handle:3.7% Vol:1.39x Target:53.46
13,QGEN,2026-08-06,CupHandle,41.73,1.49x,34.9,Depth:20.1% Handle:2.5% Vol:1.49x Target:49.92
14,CTNM,2026-07-31,CupHandle,15.49,1.53x,35.3,Depth:23.0% Handle:3.0% Vol:1.53x Target:18.84
15,NHPBP,2026-08-06,DarvasBox,25.15,202.76x,68.0,Box:[22.16-23.06] Ht:3.9% Vol:202.76x Boxes:7 Stop:22.16
16,BULL,2026-08-18,CupHandle,7.93,1.47x,44.7,Depth:27.8% Handle:4.4% Vol:1.47x Target:9.99
17,RNW,2026-08-11,CupHandle,6.85,19.04x,75.0,Depth:29.0% Handle:1.7% Vol:19.04x Target:8.64
18,UIVM,2026-07-30,DarvasBox,76.22,2.06x,38.6,Box:[70.92-74.45] Ht:4.7% Vol:2.06x Boxes:9 Stop:70.92
19,BULL,2026-08-17,CupHandle,8.16,1.37x,43.7,Depth:27.8% Handle:7.2% Vol:1.37x Target:10.23
20,PFBX,2026-08-07,DarvasBox,23.63,1.92x,37.2,Box:[21.25-23.10] Ht:8.0% Vol:1.92x Boxes:7 Stop:21.25
