List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,WOR,2026-09-02,CupHandle,59.54,80.2,1,70.2,70.9,93.8,74.0,0.0,,,,,
Top 50 Composite,2,NOMD,2026-08-24,CupHandle,12.10,79.9,1,100.0,53.5,100.0,33.1,22.9,,,,,
Top 50 Composite,3,GNW,2026-09-03,DarvasBox,10.38,78.8,1,76.2,70.2,65.6,75.5,0.0,,,,,
Top 50 Composite,4,OPY,2026-09-03,CupHandle,124.74,78.8,1,75.3,55.0,91.1,49.2,0.0,,,,,
Top 50 Composite,5,DFIN,2026-09-04,CupHandle,50.92,77.4,1,75.7,61.6,68.8,66.2,2.9,,,,,
Top 50 Composite,6,BCH,2026-09-02,CupHandle,42.38,76.4,1,73.1,44.0,98.4,45.6,0.0,,,,,
Top 50 Composite,7,NEXA,2026-08-21,CupHandle,15.40,75.5,1,79.8,64.0,77.1,47.7,0.7,,,,,
Top 50 Composite,8,UGP,2026-09-03,CupHandle,7.16,75.4,1,84.9,60.5,9.4,54.8,0.0,,,,,
Top 50 Composite,9,MRK,2026-08-19,DarvasBox,152.20,75.0,1,88.4,45.0,20.8,29.7,12.1,,,,,
Top 50 Composite,10,CRT,2026-08-24,CupHandle,10.61,74.2,1,71.3,73.2,61.5,57.7,11.3,,,,,
Top 50 Composite,11,SHEL,2026-09-01,CupHandle,93.51,74.0,1,72.9,57.6,75.0,54.6,0.0,,,,,
Top 50 Composite,12,TRGP,2026-08-18,DarvasBox,297.77,73.4,1,86.0,17.1,40.6,30.7,0.7,,,,,
Top 50 Composite,13,INSW,2026-08-31,CupHandle,98.64,73.4,1,73.6,34.1,93.8,65.4,0.0,,,,,
Top 50 Composite,14,EMBJ,2026-08-28,CupHandle,72.54,73.1,1,75.4,62.0,85.9,36.9,0.0,,,,,
Top 50 Composite,15,HSHP,2026-09-03,DarvasBox,17.93,72.9,1,70.8,61.3,74.5,74.0,0.0,,,,,
Top 50 Composite,16,SB,2026-08-21,DarvasBox,8.53,72.6,1,80.4,25.0,64.1,64.7,0.0,,,,,
Top 50 Composite,17,KRO,2026-09-01,CupHandle,8.40,72.3,1,71.9,70.3,54.7,41.6,11.4,,,,,
Top 50 Composite,18,EQNR,2026-08-25,CupHandle,41.21,72.0,1,80.3,37.0,62.5,55.2,11.4,,,,,
Top 50 Composite,19,OOMA,2026-08-27,DarvasBox,23.04,71.6,1,81.9,43.8,22.9,61.5,12.1,,,,,
Top 50 Composite,20,TEN,2026-09-03,CupHandle,43.28,71.5,1,70.1,34.5,97.9,52.1,0.0,,,,,
Top 50 Composite,21,SHG,2026-09-03,CupHandle,84.47,71.2,1,70.5,55.0,78.1,61.3,0.0,,,,,
Top 50 Composite,22,NVGS,2026-09-03,CupHandle,22.62,71.1,1,71.6,23.0,95.3,53.5,0.0,,,,,
Top 50 Composite,23,BP,2026-09-01,CupHandle,44.47,71.1,1,72.1,55.1,72.4,37.1,0.0,,,,,
Top 50 Composite,24,NMM,2026-08-20,DarvasBox,85.32,71.1,1,81.6,15.0,63.5,42.7,0.0,,,,,
Top 50 Composite,25,TECK,2026-09-01,CupHandle,66.79,70.5,1,65.0,69.9,88.5,45.9,0.0,,,,,
Top 50 Composite,26,TALO,2026-09-01,CupHandle,17.27,70.3,1,76.7,27.8,67.2,41.5,0.0,,,,,
Top 50 Composite,27,SUNC,2026-08-18,CupHandle,77.93,70.2,1,70.4,68.0,50.0,59.8,0.0,,,,,
Top 50 Composite,28,NWG,2026-09-03,CupHandle,18.95,70.2,1,69.9,69.9,95.8,53.6,0.0,,,,,
Top 50 Composite,29,KB,2026-09-02,CupHandle,126.25,70.1,1,67.3,52.8,89.1,58.4,0.0,,,,,
Top 50 Composite,30,GFL,2026-09-03,CupHandle,43.48,70.1,1,74.8,46.9,54.2,72.9,5.7,,,,,
Top 50 Composite,31,SNDA,2026-08-25,CupHandle,40.97,69.8,1,68.5,64.5,84.9,64.3,2.9,,,,,
Top 50 Composite,32,DB,2026-09-03,CupHandle,41.56,69.8,1,70.7,46.3,93.8,40.3,2.9,,,,,
Top 50 Composite,33,DHT,2026-09-04,DarvasBox,20.87,69.7,1,71.3,52.8,59.9,64.8,0.7,,,,,
Top 50 Composite,34,SDRL,2026-08-27,CupHandle,48.38,69.4,1,78.5,23.3,84.9,48.7,11.4,,,,,
Top 50 Composite,35,ALSN,2026-08-20,CupHandle,129.12,69.3,1,64.5,61.4,96.9,41.7,0.0,,,,,
Top 50 Composite,36,EMF,2026-08-18,CupHandle,21.72,68.8,1,63.9,69.0,98.4,48.0,9.9,,,,,
Top 50 Composite,37,TBN,2026-09-03,CupHandle,39.05,68.8,1,75.6,46.9,41.7,57.6,0.7,,,,,
Top 50 Composite,38,BNS,2026-08-25,DarvasBox,93.10,68.3,1,83.3,46.1,17.2,34.5,11.4,,,,,
Top 50 Composite,39,NX,2026-09-04,CupHandle,22.93,68.3,1,80.1,68.0,12.5,100.0,2.1,,,,,
Top 50 Composite,40,CVE,2026-08-25,CupHandle,30.76,68.2,1,74.4,34.0,74.5,42.7,11.4,,,,,
Top 50 Composite,41,NAT,2026-08-27,CupHandle,6.76,68.2,1,72.0,28.7,82.8,53.7,0.0,,,,,
Top 50 Composite,42,ESNT,2026-09-04,CupHandle,69.18,67.8,1,70.5,44.6,95.8,62.3,2.9,,,,,
Top 50 Composite,43,CCU,2026-08-21,Spoon,12.34,67.7,1,70.4,50.9,73.4,50.9,14.3,,,,,
Top 50 Composite,44,FLR,2026-09-01,CupHandle,56.25,67.6,1,70.0,45.6,68.2,51.1,0.0,,,,,
Top 50 Composite,45,WS,2026-09-02,CupHandle,36.02,67.5,1,72.4,69.7,92.2,48.8,11.4,,,,,
Top 50 Composite,46,SFL,2026-09-04,CupHandle,12.86,67.5,1,70.6,31.9,77.6,65.0,0.0,,,,,
Top 50 Composite,47,UVE,2026-08-27,CupHandle,43.37,67.5,1,65.4,53.0,96.4,44.6,0.0,,,,,
Top 50 Composite,48,RCUS,2026-09-01,CupHandle,29.71,67.4,1,76.9,23.0,98.4,39.7,2.9,,,,,
Top 50 Composite,49,SNOW,2026-09-03,DarvasBox,356.47,67.3,1,91.2,34.8,24.0,93.8,12.1,,,,,
Top 50 Composite,50,AWK,2026-09-03,Spoon,140.89,67.3,1,72.3,29.2,93.8,52.0,11.4,,,,,
,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,NRDY,,,     8.97,,,,,,,,NYSE_Yahoo,1127.09,236881,,
Top 20 Momentum,2,BRCC,,,     8.89,,,,,,,,NYSE_Yahoo,928.94,587775,,
Top 20 Momentum,3,SST,,,     5.00,,,,,,,,NYSE_Yahoo,194.12,1455206,,
Top 20 Momentum,4,IGR,,,    13.41,,,,,,,,NYSE_Yahoo,187.15,459501,,
Top 20 Momentum,5,NORD,,,     4.00,,,,,,,,NYSE_Yahoo,105.13,2465,,
Top 20 Momentum,6,CIR,,,    42.67,,,,,,,,NYSE_Yahoo,90.94,1618,,
Top 20 Momentum,7,ARX,,,    19.84,,,,,,,,NYSE_Yahoo,64.78,6381404,,
Top 20 Momentum,8,TISI,,,    27.00,,,,,,,,NYSE_Yahoo,63.14,40638,,
Top 20 Momentum,9,NIQ,,,    18.34,,,,,,,,NYSE_Yahoo,57.02,1756264,,
Top 20 Momentum,10,CHPT,,,     9.37,,,,,,,,NYSE_Yahoo,53.10,4217076,,
Top 20 Momentum,11,AMR,,,   223.74,,,,,,,,NYSE_Yahoo,45.47,351229,,
Top 20 Momentum,12,BLSH,,,    35.53,,,,,,,,NYSE_Yahoo,44.78,1642134,,
Top 20 Momentum,13,CRCL,,,    96.18,,,,,,,,NYSE_Yahoo,43.45,14747469,,
Top 20 Momentum,14,CVI,,,    46.12,,,,,,,,NYSE_Yahoo,42.26,938848,,
Top 20 Momentum,15,FEDU,,,    10.43,,,,,,,,NYSE_Yahoo,39.07,1704,,
Top 20 Momentum,16,SID,,,     1.24,,,,,,,,NYSE_Yahoo,37.78,3613793,,
Top 20 Momentum,17,WEAV,,,     7.31,,,,,,,,NYSE_Yahoo,37.15,5475715,,
Top 20 Momentum,18,CMDB,,,    23.74,,,,,,,,NYSE_Yahoo,35.66,74295,,
Top 20 Momentum,19,EBS,,,     6.00,,,,,,,,NYSE_Yahoo,34.23,1300782,,
