List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %,ROE,P/E Ratio,Sector,Fund Quality
Top 50 Composite,1,SWBI,2026-01-09,CupHandle,10.78,73.7,3,76.4,74.1,60.4,45.0,0.0,,,,,,,,,
Top 50 Composite,2,SHLS,2026-01-12,CupHandle,9.62,72.3,3,73.9,59.0,88.0,63.6,0.0,,,,,,,,,
Top 50 Composite,3,SSYS,2026-01-15,CupHandle,11.62,71.9,3,74.6,88.3,26.0,86.4,0.3,,,,,,,,,
Top 50 Composite,4,INTW,2026-01-09,CupHandle,64.35,71.2,3,80.6,54.5,50.0,75.0,9.7,,,,,,,,,
Top 50 Composite,5,AMAL,2026-01-05,CupHandle,33.55,71.1,3,79.3,67.7,39.6,35.8,0.0,,,,,,13.9%,12.1,Financial Services,⚠️
Top 50 Composite,6,BBGI,2026-01-15,CupHandle,6.03,70.9,3,70.6,64.3,100.0,61.6,8.0,,,,,,-5.9%,,Communication Services,⚠️
Top 50 Composite,7,GT,2026-01-06,CupHandle,9.26,70.9,3,78.7,56.5,55.2,53.1,0.0,,,,,,,,,
Top 50 Composite,8,VEON,2026-01-14,CupHandle,54.08,70.6,3,65.2,85.3,95.3,64.5,4.9,,,,,,,,,
Top 50 Composite,9,MCHP,2026-01-06,CupHandle,74.87,70.6,3,75.0,62.0,72.9,42.2,1.0,,,,,,,,,
Top 50 Composite,10,BCPC,2026-01-15,Spoon,166.01,70.4,3,74.2,73.4,56.2,47.6,0.9,,,,,,12.1%,37.4,Basic Materials,⚠️
Top 50 Composite,11,ICHR,2026-01-13,CupHandle,26.13,70.2,3,75.5,86.3,21.4,85.2,9.0,,,,,,,,,
Top 50 Composite,12,FUSB,2026-01-13,CupHandle,14.00,69.8,3,78.3,40.3,80.7,100.0,18.8,,,,,,,,,
Top 50 Composite,13,CHDN,2026-01-08,CupHandle,111.52,69.8,3,75.4,71.3,45.8,54.6,0.0,,,,,,,,,
Top 50 Composite,14,OS,2026-01-06,CupHandle,23.61,69.7,3,71.0,62.6,100.0,32.4,6.1,,,,,,,,,
Top 50 Composite,15,PNTG,2026-01-14,CupHandle,28.82,69.6,3,70.8,70.2,75.0,59.0,0.0,,,,,,,,,
Top 50 Composite,16,DIOD,2026-01-14,CupHandle,55.81,69.1,3,72.1,58.8,84.9,50.6,0.0,,,,,,,,,
Top 50 Composite,17,MXL,2026-01-13,CupHandle,18.34,68.9,3,75.2,66.7,46.4,64.6,0.0,,,,,,,,,
Top 50 Composite,18,SPRX,2026-01-09,CupHandle,40.62,68.8,3,68.4,73.8,84.4,45.5,0.0,,,,,,,,,
Top 50 Composite,19,GDEN,2026-01-09,CupHandle,27.49,67.9,3,67.0,70.1,95.8,39.6,0.0,,,,,,,,,
Top 50 Composite,20,SYNA,2026-01-05,CupHandle,79.16,67.9,3,77.5,70.7,13.5,84.7,1.1,,,,,,,,,
Top 50 Composite,21,AENT,2025-12-29,CupHandle,8.43,67.8,3,78.0,53.0,58.9,39.2,8.7,,,,,,19.9%,19.8,Communication Services,⚠️
Top 50 Composite,22,HIMX,2026-01-13,CupHandle,8.53,67.8,3,71.2,57.3,80.7,67.0,0.0,,,,,,,,,
Top 50 Composite,23,APEI,2026-01-09,CupHandle,40.31,67.3,3,71.3,55.3,89.1,37.5,0.0,,,,,,11.2%,32.3,Consumer Defensive,⚠️
Top 50 Composite,24,ATEX,2026-01-02,CupHandle,22.23,67.1,3,78.9,50.0,44.3,47.0,0.1,,,,,,50.4%,5.4,Communication Services,⚠️
Top 50 Composite,25,BOOM,2026-01-15,CupHandle,8.61,66.9,3,73.7,65.7,51.0,62.2,5.0,,,,,,-0.2%,,Industrials,⚠️
Top 50 Composite,26,MSFD,2026-01-02,CupHandle,11.77,66.9,3,68.6,71.7,66.1,75.8,0.0,,,,,,,,,
Top 50 Composite,27,TPG,2026-01-15,CupHandle,67.27,66.9,3,68.3,70.7,73.4,63.2,0.0,,,,,,,,,
Top 50 Composite,28,QCLN,2026-01-15,CupHandle,49.34,66.7,3,65.8,66.6,100.0,47.8,0.0,,,,,,,,,
Top 50 Composite,29,DXCM,2026-01-12,CupHandle,70.98,66.7,3,78.6,23.3,78.6,77.9,0.0,,,,,,,,,
Top 50 Composite,30,FVCB,2026-01-12,CupHandle,13.97,66.2,3,67.8,73.8,82.8,48.6,13.5,,,,,,,,,
Top 50 Composite,31,DNLI,2026-01-15,CupHandle,18.78,66.2,3,65.2,74.2,87.5,50.2,0.0,,,,,,,,,
Top 50 Composite,32,UPGR,2026-01-15,CupHandle,26.34,66.1,3,65.7,70.2,100.0,75.2,21.0,,,,,,,,,
Top 50 Composite,33,CXDO,2026-01-15,CupHandle,7.38,65.6,3,65.3,70.9,86.5,58.3,0.0,,,,,,,,,
Top 50 Composite,34,NYAX,2026-01-14,CupHandle,58.72,65.5,3,73.9,71.8,51.0,53.5,26.5,,,,,,,,,
Top 50 Composite,35,SNCY,2026-01-12,CupHandle,17.44,65.3,3,72.2,50.0,66.1,100.0,5.4,,,,,,,,,
Top 50 Composite,36,RUSHB,2026-01-15,CupHandle,59.27,65.3,3,69.4,66.3,76.6,59.7,14.4,,,,,,,,,
Top 50 Composite,37,GILT,2026-01-12,CupHandle,17.07,65.1,3,75.1,57.7,36.5,96.0,7.7,,,,,,,,,
