List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,SKYT,2026-01-02,CupHandle,22.43,77.1,2,71.3,89.7,84.4,59.8,1.0,,,,,
Top 50 Composite,2,ARDX,2026-01-02,CupHandle,6.15,75.5,2,77.2,72.1,64.6,59.9,0.0,,,,,
Top 50 Composite,3,AAON,2026-01-02,CupHandle,79.19,70.1,3,69.1,71.8,89.6,49.1,0.0,,,,,
Top 50 Composite,4,ORGO,2025-12-16,CupHandle,5.17,69.0,3,81.2,23.0,85.4,47.4,1.0,,,,,
Top 50 Composite,5,MSFD,2026-01-02,CupHandle,11.77,68.4,3,69.7,74.2,75.5,35.1,0.0,,,,,
Top 50 Composite,6,UNIT,2025-12-15,CupHandle,7.50,68.3,3,77.6,33.4,91.1,33.7,0.0,,,,,
Top 50 Composite,7,PGNY,2025-12-17,CupHandle,25.99,67.7,3,73.4,52.8,80.2,42.5,0.0,,,,,
Top 50 Composite,8,WGS,2025-12-16,CupHandle,141.72,66.8,3,77.3,32.3,84.4,39.5,0.0,,,,,
Top 50 Composite,9,ACAD,2025-12-19,CupHandle,27.16,66.3,3,76.3,40.5,71.9,49.0,0.0,,,,,
Top 50 Composite,10,ATEX,2026-01-02,CupHandle,22.23,66.2,3,78.9,46.0,43.2,54.1,0.0,,,,,
Top 50 Composite,11,VSAT,2025-12-19,CupHandle,33.81,65.2,3,73.0,38.0,95.3,33.2,0.0,,,,,
Top 50 Composite,12,MCW,2025-12-19,CupHandle,5.74,64.2,4,66.1,67.2,85.9,35.2,0.0,,,,,
Top 50 Composite,13,VRTX,2025-12-19,CupHandle,456.20,64.2,4,72.1,58.9,51.6,65.4,0.0,,,,,
Top 50 Composite,14,ALLT,2026-01-02,CupHandle,9.66,64.2,4,72.3,46.7,74.0,53.0,0.0,,,,,
Top 50 Composite,15,LINC,2025-12-31,CupHandle,24.15,64.1,4,69.8,54.4,81.8,37.9,0.0,,,,,
Top 50 Composite,16,MNKD,2025-12-19,CupHandle,5.84,64.1,4,74.5,28.8,94.8,32.1,0.0,,,,,
Top 50 Composite,17,APEI,2025-12-31,CupHandle,37.80,64.0,4,67.3,49.4,100.0,56.1,0.0,,,,,
Top 50 Composite,18,SNCY,2025-12-19,CupHandle,14.60,63.9,4,74.5,34.1,79.7,50.1,0.0,,,,,
Top 50 Composite,19,LPCN,2025-12-17,CupHandle,3.67,63.3,4,72.8,81.4,0.5,100.0,8.0,,,,,
Top 50 Composite,20,LFCR,2025-12-17,CupHandle,8.47,63.1,4,69.0,74.3,49.5,32.7,0.0,,,,,
Top 50 Composite,21,ISRG,2025-12-19,CupHandle,572.47,63.1,4,70.3,52.1,78.6,28.5,0.0,,,,,
Top 50 Composite,22,AMAL,2025-12-19,CupHandle,32.97,63.0,4,73.5,32.2,82.3,56.0,0.0,,,,,
Top 50 Composite,23,PNRG,2025-12-31,CupHandle,171.00,63.0,4,72.3,47.5,68.2,69.0,9.6,,,,,
Top 50 Composite,24,NYAX,2026-01-02,CupHandle,51.95,62.1,4,73.5,50.0,62.5,64.1,22.6,,,,,
Top 50 Composite,25,IAC,2025-12-19,CupHandle,40.06,62.1,4,76.2,26.9,72.9,38.9,0.0,,,,,
Top 50 Composite,26,FLXS,2025-12-18,CupHandle,40.53,61.8,4,64.5,69.1,82.8,59.4,14.1,,,,,
Top 50 Composite,27,PAA,2025-12-15,CupHandle,17.87,61.7,4,66.6,74.9,55.7,33.5,0.0,,,,,
Top 50 Composite,28,APLS,2026-01-02,CupHandle,25.86,61.6,4,72.0,49.1,61.5,36.7,0.0,,,,,
Top 50 Composite,29,WAFD,2025-12-19,CupHandle,33.33,60.5,4,77.0,18.0,75.5,30.8,0.0,,,,,
Top 50 Composite,30,MEOH,2026-01-02,CupHandle,40.74,60.5,4,67.8,40.1,95.3,43.7,0.0,,,,,
Top 50 Composite,31,AENT,2025-12-29,CupHandle,8.43,60.3,4,78.0,41.7,30.7,44.2,8.7,,,,,
Top 50 Composite,32,VWAV,2025-12-23,CupHandle,9.85,59.6,4,69.6,57.0,50.0,44.2,0.0,,,,,
Top 50 Composite,33,EWBC,2025-12-18,CupHandle,115.22,59.2,4,66.4,42.8,84.4,70.2,0.0,,,,,
Top 50 Composite,34,DLTR,2025-12-19,CupHandle,127.84,58.9,4,72.5,56.7,31.8,29.8,0.0,,,,,
Top 50 Composite,35,ZEUS,2025-12-19,CupHandle,43.65,58.7,4,74.5,43.3,39.6,30.8,0.0,,,,,
Top 50 Composite,36,CODA,2025-12-31,CupHandle,9.30,58.6,4,66.4,51.7,75.5,61.6,9.1,,,,,
Top 50 Composite,37,COLB,2025-12-19,CupHandle,28.85,58.5,4,69.4,26.4,99.5,31.7,0.0,,,,,
Top 50 Composite,38,ARRY,2025-12-22,CupHandle,10.06,58.4,4,58.5,73.1,85.4,56.2,0.0,,,,,
Top 50 Composite,39,AMPH,2025-12-19,CupHandle,26.60,58.2,4,65.4,44.2,93.2,35.8,0.0,,,,,
Top 50 Composite,40,NFXS,2025-12-17,CupHandle,17.22,57.9,4,70.1,48.6,60.4,12.3,0.0,,,,,
Top 50 Composite,41,CARE,2025-12-18,CupHandle,20.51,57.8,4,68.1,34.2,85.9,55.7,3.8,,,,,
Top 50 Composite,42,RGP,2025-12-19,CupHandle,5.28,57.7,4,63.4,48.1,99.0,28.7,0.0,,,,,
Top 50 Composite,43,BJRI,2025-12-17,CupHandle,41.19,57.6,4,72.9,21.3,80.2,29.2,0.0,,,,,
Top 50 Composite,44,ABL,2025-12-17,CupHandle,8.30,57.5,4,71.3,40.8,55.7,37.4,0.0,,,,,
Top 50 Composite,45,HRZN,2026-01-02,CupHandle,6.62,56.8,4,60.2,73.3,68.2,44.9,0.0,,,,,
Top 50 Composite,46,DSP,2025-12-15,CupHandle,11.47,56.8,4,76.3,31.0,35.4,34.7,0.0,,,,,
Top 50 Composite,47,STBA,2025-12-15,CupHandle,42.76,56.7,4,72.5,13.2,90.6,29.5,0.0,,,,,
Top 50 Composite,48,CLDX,2025-12-30,CupHandle,26.43,56.7,4,59.8,71.9,71.9,46.7,0.0,,,,,
Top 50 Composite,49,REGN,2025-12-19,CupHandle,767.96,56.4,4,61.1,61.5,84.9,26.3,0.0,,,,,
Top 50 Composite,50,HWC,2025-12-19,CupHandle,65.82,56.3,4,73.1,18.7,74.0,35.0,0.0,,,,,
,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,PAVS,,,     2.02,,,,,,,,NASDAQ,4030.88,147428402,,
Top 20 Momentum,2,CHR,,,     1.43,,,,,,,,NASDAQ,2879.17,21293088,,
Top 20 Momentum,3,VSA,,,     2.76,,,,,,,,NASDAQ,2605.88,6126005,,
Top 20 Momentum,4,ARBK,,,     3.69,,,,,,,,NASDAQ,2135.01,1503195,,
Top 20 Momentum,5,RVYL,,,     5.73,,,,,,,,NASDAQ,1723.10,1378393,,
Top 20 Momentum,6,BIYA,,,     4.41,,,,,,,,NASDAQ,1597.46,295063,,
Top 20 Momentum,7,CODX,,,     5.56,,,,,,,,NASDAQ,1502.77,1808063,,
Top 20 Momentum,8,NVVE,,,     2.55,,,,,,,,NASDAQ,1369.74,2872131,,
Top 20 Momentum,9,CMND,,,     1.81,,,,,,,,NASDAQ,1342.23,1679363,,
Top 20 Momentum,10,STAI,,,     3.32,,,,,,,,NASDAQ,1073.14,311670,,
Top 20 Momentum,11,INBS,,,     7.89,,,,,,,,NASDAQ,1011.27,6193697,,
Top 20 Momentum,12,PCSA,,,     2.93,,,,,,,,NASDAQ,931.69,3521700,,
Top 20 Momentum,13,ORIS,,,     1.22,,,,,,,,NASDAQ,916.67,2201283,,
Top 20 Momentum,14,TNMG,,,     2.72,,,,,,,,NASDAQ,896.34,1004903,,
Top 20 Momentum,15,MLEC,,,     4.14,,,,,,,,NASDAQ,862.34,215962,,
Top 20 Momentum,16,ELPW,,,     1.90,,,,,,,,NASDAQ,848.65,400109,,
Top 20 Momentum,17,ZPTA,,,     1.37,,,,,,,,NASDAQ,813.33,681381,,
Top 20 Momentum,18,BENF,,,     7.28,,,,,,,,NASDAQ,809.66,847628,,
Top 20 Momentum,19,AFJKU,,,    66.00,,,,,,,,NASDAQ,721.92,2554,,
Top 20 Momentum,20,INHD,,,     1.14,,,,,,,,NASDAQ,697.20,4869474,,
,,,,,,,,,,,,,,,,,
Top 20 Volume,1,TSLA,,,   438.07,,,,,,,,NASDAQ,,, 27654211466,-10.37
Top 20 Volume,2,NVDA,,,   187.54,,,,,,,,NASDAQ,,, 22684556371,2.10
Top 20 Volume,3,QQQ,,,   619.43,,,,,,,,NASDAQ,,, 20248918825,0.04
Top 20 Volume,4,AMZN,,,   232.14,,,,,,,,NASDAQ,,,  7129024275,1.62
Top 20 Volume,5,AVGO,,,   347.62,,,,,,,,NASDAQ,,,  7071783137,1.81
Top 20 Volume,6,AAPL,,,   271.86,,,,,,,,NASDAQ,,,  6932418543,0.33
Top 20 Volume,7,MU,,,   294.37,,,,,,,,NASDAQ,,,  6761201785,6.43
Top 20 Volume,8,MSFT,,,   472.94,,,,,,,,NASDAQ,,,  6644162560,-2.47
Top 20 Volume,9,GOOGL,,,   315.15,,,,,,,,NASDAQ,,,  6235784572,1.73
Top 20 Volume,10,META,,,   650.41,,,,,,,,NASDAQ,,,  6200681946,-1.68
Top 20 Volume,11,AMD,,,   223.47,,,,,,,,NASDAQ,,,  4462450949,3.96
Top 20 Volume,12,PLTR,,,   177.75,,,,,,,,NASDAQ,,,  4399912686,-8.37
Top 20 Volume,13,GOOG,,,   315.32,,,,,,,,NASDAQ,,,  3828261730,1.28
Top 20 Volume,14,TLT,,,    87.16,,,,,,,,NASDAQ,,,  2522931667,-0.23
Top 20 Volume,15,TQQQ,,,    55.31,,,,,,,,NASDAQ,,,  2433117279,1.95
Top 20 Volume,16,NFLX,,,    90.99,,,,,,,,NASDAQ,,,  2414340728,-2.40
Top 20 Volume,17,IBIT,,,    49.65,,,,,,,,NASDAQ,,,  2326781166,-0.88
Top 20 Volume,18,MSTR,,,   157.16,,,,,,,,NASDAQ,,,  2308223182,-4.36
Top 20 Volume,19,RKLB,,,    75.99,,,,,,,,NASDAQ,,,  2102628472,-2.01
Top 20 Volume,20,HOOD,,,   120.24,,,,,,,,NASDAQ,,,  2039900157,-1.74
