List,Rank,Symbol,Date,Pattern,Price,Composite Score,Tier,Pattern Score,Momentum,Volatility,Volume,Risk,Exchange,Momentum %,Avg Volume,Dollar Volume,Momentum 5d %
Top 50 Composite,1,UPS,2026-04-08,Spoon,100.45,85.9,1,100.0,73.2,100.0,44.8,11.4,,,,,
Top 50 Composite,2,APLE,2026-04-08,CupHandle,12.02,85.9,1,100.0,66.6,100.0,42.5,12.1,,,,,
Top 50 Composite,3,ZGN,2026-04-24,CupHandle,11.96,79.0,1,79.5,56.0,70.3,56.1,0.7,,,,,
Top 50 Composite,4,WSR,2026-04-09,DarvasBox,18.93,78.2,1,88.4,39.8,96.4,22.0,5.2,,,,,
Top 50 Composite,5,AAMI,2026-04-08,DarvasBox,59.43,75.6,1,83.2,48.2,60.4,29.5,12.1,,,,,
Top 50 Composite,6,MAC,2026-04-10,DarvasBox,21.42,74.7,1,77.2,45.0,100.0,40.4,11.4,,,,,
Top 50 Composite,7,TG,2026-04-07,CupHandle,8.38,73.3,1,71.3,65.8,75.0,47.4,0.0,,,,,
Top 50 Composite,8,KGS,2026-04-17,DarvasBox,63.25,71.1,1,77.0,69.7,81.2,37.5,0.0,,,,,
Top 50 Composite,9,TWN,2026-04-09,DarvasBox,72.06,70.5,1,82.9,57.6,24.0,38.5,12.2,,,,,
Top 50 Composite,10,TNC,2026-04-24,CupHandle,81.52,70.3,1,81.0,30.7,58.3,63.4,5.7,,,,,
Top 50 Composite,11,LUXE,2026-04-17,CupHandle,8.89,67.7,1,76.7,42.1,67.7,33.0,0.0,,,,,
Top 50 Composite,12,CSV,2026-04-23,DarvasBox,50.48,67.5,1,75.1,68.0,56.2,52.0,1.8,,,,,
Top 50 Composite,13,KRO,2026-04-23,CupHandle,6.84,67.4,1,72.5,73.5,76.6,68.8,0.0,,,,,
Top 50 Composite,14,AAP,2026-04-10,CupHandle,54.59,67.2,1,74.9,50.1,87.0,39.0,0.0,,,,,
Top 50 Composite,15,UNP,2026-04-23,DarvasBox,271.26,66.0,1,74.4,68.0,49.5,63.8,1.8,,,,,
Top 50 Composite,16,MOH,2026-04-23,CupHandle,174.70,65.4,1,69.0,68.0,55.7,71.1,10.2,,,,,
Top 50 Composite,17,RNGR,2026-04-23,DarvasBox,18.36,65.2,1,71.2,74.9,95.8,69.0,0.0,,,,,
Top 50 Composite,18,VOYA,2026-04-23,CupHandle,78.87,64.1,1,64.8,68.0,78.1,69.4,9.2,,,,,
Top 50 Composite,19,CTOS,2026-04-21,CupHandle,8.37,63.5,1,69.9,53.8,62.0,63.1,5.1,,,,,
Top 50 Composite,20,RS,2026-04-23,CupHandle,344.55,63.4,1,66.4,73.6,60.4,68.1,4.1,,,,,
Top 50 Composite,21,RCUS,2026-04-21,CupHandle,24.52,63.2,1,75.1,35.4,35.9,78.8,0.0,,,,,
Top 50 Composite,22,SEG,2026-04-10,CupHandle,22.59,63.2,1,72.2,56.7,93.2,40.3,25.3,,,,,
Top 50 Composite,23,MMI,2026-04-23,CupHandle,27.95,63.2,1,66.3,67.0,99.0,51.9,11.4,,,,,
Top 50 Composite,24,NVT,2026-04-23,CupHandle,142.76,63.0,1,65.7,55.0,91.7,50.5,0.7,,,,,
Top 50 Composite,25,ATS,2026-04-24,CupHandle,33.06,62.9,1,72.8,34.8,76.6,49.3,0.7,,,,,
Top 50 Composite,26,WST,2026-04-23,CupHandle,309.70,62.9,1,68.0,74.5,37.5,68.4,10.2,,,,,
Top 50 Composite,27,KEX,2026-04-17,DarvasBox,142.09,62.4,1,71.3,65.2,64.1,39.8,0.0,,,,,
Top 50 Composite,28,DFIN,2026-04-24,CupHandle,50.49,62.4,1,76.5,15.0,95.8,43.5,5.7,,,,,
Top 50 Composite,29,BNED,2026-04-20,CupHandle,10.97,62.1,1,74.9,19.0,78.1,38.3,0.0,,,,,
Top 50 Composite,30,RSI,2026-04-17,CupHandle,22.89,61.4,1,67.0,72.8,67.2,41.3,0.0,,,,,
Top 50 Composite,31,BWXT,2026-04-08,DarvasBox,231.78,61.0,1,76.3,31.6,75.0,48.4,11.4,,,,,
Top 50 Composite,32,HRTG,2026-04-23,CupHandle,27.97,60.3,1,63.1,68.0,85.4,54.6,0.0,,,,,
Top 50 Composite,33,AMWL,2026-04-15,CupHandle,6.24,59.3,1,77.2,31.7,53.6,31.1,11.9,,,,,
Top 50 Composite,34,WHD,2026-04-09,CupHandle,53.95,59.2,1,62.8,62.6,87.5,32.2,0.0,,,,,
Top 50 Composite,35,CBRE,2026-04-23,CupHandle,149.31,58.6,1,66.0,45.0,100.0,59.5,22.9,,,,,
Top 50 Composite,36,CHH,2026-04-17,CupHandle,119.19,58.4,1,71.9,26.4,70.3,39.1,0.0,,,,,
Top 50 Composite,37,ODC,2026-04-09,CupHandle,72.78,58.3,1,73.2,43.9,53.6,31.0,18.1,,,,,
Top 50 Composite,38,NIO,2026-04-10,CupHandle,6.50,58.2,1,62.8,45.9,100.0,32.2,22.9,,,,,
Top 50 Composite,39,JLL,2026-04-23,CupHandle,337.63,58.1,1,69.5,15.0,95.3,53.0,0.0,,,,,
Top 50 Composite,40,ACEL,2026-04-08,CupHandle,11.65,57.7,1,61.4,57.5,97.9,31.1,0.0,,,,,
Top 50 Composite,41,SNDR,2026-04-17,CupHandle,29.39,57.5,1,69.3,28.9,78.6,36.0,0.0,,,,,
Top 50 Composite,42,CVLG,2026-04-16,CupHandle,29.20,57.3,1,58.9,68.0,75.0,65.3,5.5,,,,,
Top 50 Composite,43,HZO,2026-04-23,CupHandle,29.62,57.2,1,70.1,35.2,59.4,50.7,0.7,,,,,
Top 50 Composite,44,PBI,2026-04-21,CupHandle,14.63,57.0,1,66.5,58.9,31.2,85.7,6.4,,,,,
Top 50 Composite,45,CTS,2026-04-09,CupHandle,53.39,56.6,1,71.6,29.4,60.4,41.6,0.0,,,,,
Top 50 Composite,46,UVE,2026-04-24,CupHandle,39.48,56.6,1,65.5,68.0,43.8,67.3,4.1,,,,,
Top 50 Composite,47,WY,2026-04-17,CupHandle,25.17,56.5,1,61.6,64.8,91.7,40.5,0.0,,,,,
Top 50 Composite,48,VHI,2026-04-24,CupHandle,14.49,56.4,1,62.4,74.1,98.4,51.7,18.5,,,,,
Top 50 Composite,49,IRM,2026-04-17,CupHandle,118.07,56.1,1,70.3,15.0,79.2,46.9,0.0,,,,,
Top 50 Composite,50,QUAD,2026-04-17,CupHandle,7.65,56.0,1,66.6,34.5,78.1,40.1,0.7,,,,,
,,,,,,,,,,,,,,,,,
Top 20 Momentum,1,UP,,,     6.27,,,,,,,,NYSE_Yahoo,1351.39,1906063,,
Top 20 Momentum,2,MXL,,,    51.65,,,,,,,,NYSE_Yahoo,221.21,4218977,,
Top 20 Momentum,3,AGL,,,    25.32,,,,,,,,NYSE_Yahoo,215.51,413750,,
Top 20 Momentum,4,SKLZ,,,     6.36,,,,,,,,NYSE_Yahoo,178.95,2457425,,
Top 20 Momentum,5,LOCL,,,     2.52,,,,,,,,NYSE_Yahoo,133.33,4320408,,
Top 20 Momentum,6,OGN,,,    13.16,,,,,,,,NYSE_Yahoo,130.88,15382031,,
Top 20 Momentum,7,VATE,,,    12.02,,,,,,,,NYSE_Yahoo,118.55,64765,,
Top 20 Momentum,8,VNCE,,,     4.61,,,,,,,,NYSE_Yahoo,107.66,258831,,
Top 20 Momentum,9,WOLF,,,    29.67,,,,,,,,NYSE_Yahoo,100.47,3255966,,
Top 20 Momentum,10,BE,,,   234.68,,,,,,,,NYSE_Yahoo,96.37,9969209,,
Top 20 Momentum,11,MX,,,     5.21,,,,,,,,NYSE_Yahoo,92.96,1228219,,
Top 20 Momentum,12,AVNS,,,    24.62,,,,,,,,NYSE_Yahoo,79.32,2269565,,
Top 20 Momentum,13,SKIL,,,     7.38,,,,,,,,NYSE_Yahoo,74.06,281183,,
Top 20 Momentum,14,RMAX,,,     9.94,,,,,,,,NYSE_Yahoo,71.38,978399,,
Top 20 Momentum,15,KLC,,,     3.62,,,,,,,,NYSE_Yahoo,69.95,1063470,,
Top 20 Momentum,16,BB,,,     5.32,,,,,,,,NYSE_Yahoo,68.89,16562576,,
Top 20 Momentum,17,FUSE,,,     1.84,,,,,,,,NYSE_Yahoo,68.81,7385797,,
Top 20 Momentum,18,AMC,,,     1.65,,,,,,,,NYSE_Yahoo,68.37,35681928,,
Top 20 Momentum,19,VSH,,,    27.77,,,,,,,,NYSE_Yahoo,67.69,2655581,,
Top 20 Momentum,20,ZIP,,,     2.98,,,,,,,,NYSE_Yahoo,67.42,836950,,
,,,,,,,,,,,,,,,,,
Top 20 Volume,1,SPY,,,   715.17,,,,,,,,NYSE_Yahoo,,, 37290918970,2.98
Top 20 Volume,2,ORCL,,,   172.96,,,,,,,,NYSE_Yahoo,,,  6402365164,6.11
Top 20 Volume,3,TSM,,,   404.98,,,,,,,,NYSE_Yahoo,,,  6239348150,6.60
Top 20 Volume,4,PLTR,,,   143.10,,,,,,,,NYSE_Yahoo,,,  6176895393,5.45
Top 20 Volume,5,UNH,,,   354.69,,,,,,,,NYSE_Yahoo,,,  3221639751,12.89
Top 20 Volume,6,GEV,,,  1120.23,,,,,,,,NYSE_Yahoo,,,  2832530856,13.44
Top 20 Volume,7,NOW,,,    90.45,,,,,,,,NYSE_Yahoo,,,  2706982073,3.03
Top 20 Volume,8,LLY,,,   868.27,,,,,,,,NYSE_Yahoo,,,  2533018889,-5.88
Top 20 Volume,9,BE,,,   234.68,,,,,,,,NYSE_Yahoo,,,  2495915336,7.15
Top 20 Volume,10,CRM,,,   180.18,,,,,,,,NYSE_Yahoo,,,  2429918354,5.18
Top 20 Volume,11,JPM,,,   311.63,,,,,,,,NYSE_Yahoo,,,  2405624177,0.16
Top 20 Volume,12,XOM,,,   148.19,,,,,,,,NYSE_Yahoo,,,  2315395923,-0.70
Top 20 Volume,13,WMT,,,   127.59,,,,,,,,NYSE_Yahoo,,,  2145071152,2.03
Top 20 Volume,14,IONQ,,,    43.84,,,,,,,,NYSE_Yahoo,,,  2124925982,22.60
Top 20 Volume,15,GE,,,   284.56,,,,,,,,NYSE_Yahoo,,,  2022742526,-10.52
Top 20 Volume,16,VRT,,,   322.43,,,,,,,,NYSE_Yahoo,,,  1878776546,3.84
Top 20 Volume,17,BAC,,,    52.63,,,,,,,,NYSE_Yahoo,,,  1847369483,-1.35
Top 20 Volume,18,V,,,   309.65,,,,,,,,NYSE_Yahoo,,,  1800016223,-0.55
Top 20 Volume,19,GS,,,   937.81,,,,,,,,NYSE_Yahoo,,,  1722778254,3.10
Top 20 Volume,20,CAT,,,   828.79,,,,,,,,NYSE_Yahoo,,,  1700582138,4.55
